nombre,club_actual,entradas_1/3,entradas_2/3,entradas_3/3,duelos_ganados,entradas,entradas_ganadas,bloqueos,bloqueos_tiro,bloqueos_pase,temporada,liga
reinildo mandava,atletico madrid,10,7,1,55.6,18,11,11,5,6,2024-2025,laliga
javier manquillo,celta vigo,4,3,0,20.0,7,5,5,3,2,2024-2025,laliga
marcao,sevilla,6,4,0,60.0,10,7,9,6,3,2024-2025,laliga
oscar de marcos,athletic club,15,13,4,56.8,32,15,17,1,16,2024-2025,laliga
alberto mari,valencia,0,0,0,,0,0,0,0,0,2024-2025,laliga
jose maria gimenez,atletico madrid,18,8,0,60.7,26,16,29,19,10,2024-2025,laliga
arkaitz mariezkurrena,real sociedad,1,0,0,0.0,1,0,4,1,3,2024-2025,laliga
pablo marin,real sociedad,6,13,6,52.6,25,17,12,3,9,2024-2025,laliga
mika marmol,las palmas,35,24,2,65.4,61,29,46,14,32,2024-2025,laliga
mario maroto,valladolid,0,0,0,0.0,0,0,0,0,0,2024-2025,laliga
unai marrero,real sociedad,0,0,0,,0,0,0,0,0,2024-2025,laliga
carlos martin,alaves,18,16,9,26.5,43,21,30,1,29,2024-2025,laliga
diego martin,las palmas,0,0,1,100.0,1,1,0,0,0,2024-2025,laliga
gerard martin,barcelona,10,7,5,68.8,22,10,16,2,14,2024-2025,laliga
ivan martin,girona,14,14,4,44.1,32,19,20,6,14,2024-2025,laliga
jon martin,real sociedad,7,3,1,66.7,11,9,13,9,4,2024-2025,laliga
mario martin,valladolid,31,27,4,42.9,62,32,32,7,25,2024-2025,laliga
arnau martinez,girona,30,15,6,50.8,51,28,18,6,12,2024-2025,laliga
inigo martinez,barcelona,20,5,0,72.7,25,14,18,7,11,2024-2025,laliga
javi martinez,osasuna,0,0,0,,0,0,0,0,0,2024-2025,laliga
ramon martinez,sevilla,5,1,0,60.0,6,3,2,1,1,2024-2025,laliga
toni martinez,alaves,5,4,3,50.0,12,7,8,2,6,2024-2025,laliga
javi marton,athletic club,0,0,0,,0,0,0,0,0,2024-2025,laliga
marvin,las palmas,12,9,4,42.3,25,13,17,6,11,2024-2025,laliga
omar mascarell,mallorca,13,13,1,40.0,27,13,33,21,12,2024-2025,laliga
jaime mata,las palmas,2,6,0,33.3,8,2,5,1,4,2024-2025,laliga
borja mayoral,getafe,2,2,1,33.3,5,4,4,0,4,2024-2025,laliga
kylian mbappe,real madrid,1,3,4,20.0,8,5,3,0,3,2024-2025,laliga
oliver mcburnie,las palmas,5,8,2,41.7,15,7,15,5,10,2024-2025,laliga
scott mckenna,las palmas,16,5,0,75.0,21,13,36,28,8,2024-2025,laliga
mateo mejia,sevilla,0,0,0,,0,0,0,0,0,2024-2025,laliga
arthur melo,girona,8,12,5,51.9,25,11,5,1,4,2024-2025,laliga
brais mendez,real sociedad,6,14,4,37.5,24,13,14,1,13,2024-2025,laliga
ferland mendy,real madrid,7,6,4,75.0,17,14,11,4,7,2024-2025,laliga
nobel mendy,betis,0,0,0,,0,0,2,0,2,2024-2025,laliga
victor meseguer,valladolid,4,4,2,20.0,10,6,3,0,3,2024-2025,laliga
miguel,leganes,6,4,6,28.6,16,7,15,4,11,2024-2025,laliga
eder militao,real madrid,14,5,0,58.3,19,17,13,8,5,2024-2025,laliga
luis milla,getafe,28,25,8,48.6,61,40,25,0,25,2024-2025,laliga
pere milla,espanyol,5,0,1,5.6,6,2,10,2,8,2024-2025,laliga
oscar mingueza,celta vigo,21,12,5,37.7,38,24,35,5,30,2024-2025,laliga
kim minsu,girona,0,1,0,,1,0,0,0,0,2024-2025,laliga
bojan miovski,girona,2,2,3,28.6,7,5,4,0,4,2024-2025,laliga
rafa mir,valencia,8,4,0,33.3,12,6,5,0,5,2024-2025,laliga
luka modric,real madrid,16,13,2,43.8,31,20,17,5,12,2024-2025,laliga
johan mojica,mallorca,26,6,3,47.5,35,23,13,5,8,2024-2025,laliga
alberto moleiro,las palmas,12,14,1,37.5,27,12,24,0,24,2024-2025,laliga
nahuel molina,atletico madrid,21,21,2,55.4,44,19,16,3,13,2024-2025,laliga
jon moncayola,osasuna,29,33,8,51.7,70,41,34,3,31,2024-2025,laliga
gonzalo montiel,sevilla,3,1,0,75.0,4,2,0,0,0,2024-2025,laliga
gerard moreno,villarreal,3,2,2,25.0,7,4,0,0,0,2024-2025,laliga
xavier moreno,valladolid,0,0,0,,0,0,0,0,0,2024-2025,laliga
mateu morey,mallorca,13,6,3,54.5,22,18,11,0,11,2024-2025,laliga
ilaix moriba,celta vigo,24,30,14,56.1,68,42,29,4,25,2024-2025,laliga
manu morlanes,mallorca,18,20,5,60.0,43,27,19,8,11,2024-2025,laliga
raul moro,valladolid,15,4,3,40.6,22,13,8,0,8,2024-2025,laliga
cristhian mosquera,valencia,41,13,2,77.5,56,36,37,24,13,2024-2025,laliga
santiago mourino,alaves,31,12,0,55.3,43,28,27,12,15,2024-2025,laliga
abdul mumin,rayo vallecano,30,7,0,63.0,37,25,40,29,11,2024-2025,laliga
aihen munoz,real sociedad,14,8,2,50.0,24,12,11,6,5,2024-2025,laliga
alex munoz,las palmas,22,16,1,55.3,39,29,28,11,17,2024-2025,laliga
iker munoz,osasuna,3,2,0,33.3,5,2,9,2,7,2024-2025,laliga
javier munoz,las palmas,18,17,10,34.8,45,35,27,4,23,2024-2025,laliga
victor munoz,real madrid,0,0,0,,0,0,0,0,0,2024-2025,laliga
vedat muriqi,mallorca,3,2,2,42.9,7,5,7,1,6,2024-2025,laliga
juan musso,atletico madrid,0,0,0,,0,0,0,0,0,2024-2025,laliga
matija nastasic,leganes,21,4,0,68.0,25,11,39,30,9,2024-2025,laliga
natan,betis,24,9,2,86.7,35,24,24,14,10,2024-2025,laliga
pau navarro,villarreal,15,6,2,48.7,23,17,13,6,7,2024-2025,laliga
roberto navarro,mallorca,14,11,4,47.4,29,22,18,0,18,2024-2025,laliga
jesus navas,sevilla,3,0,2,0.0,5,2,1,0,1,2024-2025,laliga
yvan neyou,leganes,21,26,6,46.8,53,33,35,5,30,2024-2025,laliga
tanguy nianzou,sevilla,6,0,1,83.3,7,5,1,0,1,2024-2025,laliga
saul niguez,sevilla,16,24,7,38.7,47,32,25,2,23,2024-2025,laliga
tamas nikitscher,valladolid,8,9,0,61.5,17,8,17,4,13,2024-2025,laliga
adrian nino,atletico madrid,0,0,0,,0,0,0,0,0,2024-2025,laliga
hugo novoa,alaves,4,3,1,100.0,8,5,2,1,1,2024-2025,laliga
randy nteka,rayo vallecano,3,9,4,41.7,16,5,13,2,11,2024-2025,laliga
unai nunez,athletic club,7,3,0,57.1,10,5,4,4,0,2024-2025,laliga
rjan nyland,sevilla,3,0,0,60.0,3,2,0,0,0,2024-2025,laliga
allan nyom,getafe,7,9,2,88.2,18,11,4,2,2,2024-2025,laliga
jan oblak,atletico madrid,0,0,0,,0,0,0,0,0,2024-2025,laliga
lucas ocampos,sevilla,2,0,1,50.0,3,2,2,0,2,2024-2025,laliga
alvaro odriozola,real sociedad,1,0,0,,1,1,0,0,0,2024-2025,laliga
thiago ojeda,villarreal,0,0,0,,0,0,0,0,0,2024-2025,laliga
aingeru olabarrieta,athletic club,0,0,0,,0,0,2,0,2,2024-2025,laliga
olasagasti,real sociedad,7,9,5,44.4,21,10,8,2,6,2024-2025,laliga
brian olivan,espanyol,7,6,0,30.8,13,10,6,2,4,2024-2025,laliga
lucas oliveira rosa,valladolid,40,11,2,68.6,53,33,24,9,15,2024-2025,laliga
dani olmo,barcelona,8,5,3,28.6,16,11,6,3,3,2024-2025,laliga
aimar oroz,osasuna,16,13,6,30.4,35,19,29,2,27,2024-2025,laliga
angel ortiz,betis,8,3,1,47.1,12,8,6,0,6,2024-2025,laliga
gabriel osei misehouy,girona,0,1,0,0.0,1,1,0,0,0,2024-2025,laliga
david otorbi,valencia,0,0,0,,0,0,1,0,1,2024-2025,laliga
jesus owono,alaves,1,0,0,100.0,1,1,0,0,0,2024-2025,laliga
mikel oyarzabal,real sociedad,9,10,6,43.5,25,16,17,1,16,2024-2025,laliga
cenk ozkacar,valladolid,7,2,0,28.6,9,5,9,6,3,2024-2025,laliga
jon pacheco,real sociedad,12,3,0,83.3,15,9,8,6,2,2024-2025,laliga
alex padilla,athletic club,0,0,0,,0,0,0,0,0,2024-2025,laliga
isaac palazon camacho,rayo vallecano,10,6,6,23.5,22,17,22,3,19,2024-2025,laliga
aitor paredes,athletic club,10,5,0,53.3,15,13,26,15,11,2024-2025,laliga
daniel parejo,villarreal,27,20,5,53.7,52,40,24,7,17,2024-2025,laliga
iago parente,valladolid,0,0,0,,0,0,0,0,0,2024-2025,laliga
alvaro pascual,sevilla,0,3,2,20.0,5,3,4,0,4,2024-2025,laliga
alfonso pedraza,villarreal,2,0,1,50.0,3,2,3,1,2,2024-2025,laliga
pedri,barcelona,14,38,9,34.3,61,34,45,3,42,2024-2025,laliga
adria pedrosa,sevilla,34,16,6,57.4,56,32,43,11,32,2024-2025,laliga
pejino,las palmas,0,1,0,100.0,1,1,0,0,0,2024-2025,laliga
andy pelmard,las palmas,3,2,0,80.0,5,0,3,1,2,2024-2025,laliga
inaki pena,barcelona,0,0,0,0.0,0,0,0,0,0,2024-2025,laliga
ruben pena,osasuna,4,3,5,20.8,12,5,11,0,11,2024-2025,laliga
nicolas pepe,villarreal,12,6,4,35.3,22,9,12,1,11,2024-2025,laliga
peque,sevilla,4,10,2,41.2,16,5,16,0,16,2024-2025,laliga
ayoze perez,villarreal,5,18,4,25.0,27,14,17,0,17,2024-2025,laliga
carles perez,getafe,11,14,8,43.8,33,23,19,2,17,2024-2025,laliga
francisco perez,valencia,7,8,2,62.5,17,12,8,1,7,2024-2025,laliga
kike perez,valladolid,15,19,3,57.7,37,26,16,4,12,2024-2025,laliga
luis perez,valladolid,25,11,5,60.0,41,30,26,9,17,2024-2025,laliga
romain perraud,betis,15,16,5,45.7,36,22,18,4,14,2024-2025,laliga
valentin pezzolesi,las palmas,0,0,0,,0,0,0,0,0,2024-2025,laliga
pica,alaves,7,2,0,44.4,9,7,7,6,1,2024-2025,laliga
yeremi pino,villarreal,20,32,8,49.2,60,32,38,3,35,2024-2025,laliga
portu,girona,5,5,3,70.0,13,7,8,0,8,2024-2025,laliga
benat prados,athletic club,20,27,8,47.2,55,36,21,2,19,2024-2025,laliga
abdon prats,mallorca,1,1,0,50.0,2,1,2,1,1,2024-2025,laliga
javi puado,espanyol,14,4,4,40.0,22,17,18,3,15,2024-2025,laliga
dani raba,leganes,17,15,5,40.5,37,23,27,3,24,2024-2025,laliga
arnau rafus,valladolid,0,0,0,,0,0,0,0,0,2024-2025,laliga
antonio raillo,mallorca,18,10,3,70.0,31,18,51,38,13,2024-2025,laliga
benito ramirez,las palmas,4,6,0,56.3,10,5,8,3,5,2024-2025,laliga
sandro ramirez,las palmas,10,13,4,43.3,27,15,20,0,20,2024-2025,laliga
jacobo ramon,real madrid,4,3,0,100.0,7,3,1,0,1,2024-2025,laliga
raphinha,barcelona,6,19,11,48.7,36,22,29,2,27,2024-2025,laliga
andrei ratiu,rayo vallecano,40,21,10,60.0,71,41,45,5,40,2024-2025,laliga
raul,osasuna,3,6,4,50.0,13,8,4,0,4,2024-2025,laliga
abderrahman rebbach,alaves,3,0,0,0.0,3,2,4,0,4,2024-2025,laliga
alex remiro,real sociedad,1,0,0,50.0,1,0,0,0,0,2024-2025,laliga
daniel requena,villarreal,0,0,0,,0,0,0,0,0,2024-2025,laliga
diego rico,getafe,47,29,5,55.3,81,49,41,3,38,2024-2025,laliga
luis rioja,alaves,0,1,1,50.0,2,1,2,0,2,2024-2025,laliga
luis rioja,valencia,14,12,7,33.3,33,21,30,1,29,2024-2025,laliga
rodrigo riquelme,atletico madrid,4,6,1,54.5,11,5,3,0,3,2024-2025,laliga
alberto risco,getafe,2,0,2,16.7,4,4,2,0,2,2024-2025,laliga
mihailo ristic,celta vigo,4,2,1,66.7,7,7,1,0,1,2024-2025,laliga
gorka rivera alonso,getafe,0,2,0,100.0,2,0,0,0,0,2024-2025,laliga
marc roca,betis,10,9,1,52.9,20,14,17,5,12,2024-2025,laliga
rodri,betis,1,1,0,50.0,2,1,2,1,1,2024-2025,laliga
adrian rodriguez,alaves,0,0,0,0.0,0,0,0,0,0,2024-2025,laliga
alvaro rodriguez,getafe,0,7,3,50.0,10,7,23,0,23,2024-2025,laliga
oscar rodriguez arnaiz,leganes,10,16,6,43.8,32,17,10,1,9,2024-2025,laliga
arturo rodriguez,las palmas,0,0,0,,0,0,0,0,0,2024-2025,laliga
damian rodriguez,celta vigo,3,10,1,37.5,14,9,6,1,5,2024-2025,laliga
dani rodriguez,mallorca,18,21,10,51.9,49,29,22,3,19,2024-2025,laliga
daniel rodriguez,barcelona,0,0,0,,0,0,1,0,1,2024-2025,laliga
james rodriguez,rayo vallecano,1,2,0,0.0,3,2,2,0,2,2024-2025,laliga
javi rodriguez,celta vigo,35,17,1,70.2,53,38,29,10,19,2024-2025,laliga
jesus rodriguez,betis,6,6,4,27.8,16,14,16,0,16,2024-2025,laliga
kirian rodriguez,las palmas,12,18,3,51.2,33,17,22,4,18,2024-2025,laliga
ricardo rodriguez,betis,16,5,7,65.4,28,15,10,1,9,2024-2025,laliga
rodrygo,real madrid,14,5,2,30.4,21,14,18,1,17,2024-2025,laliga
leo roman,mallorca,0,0,0,,0,0,0,0,0,2024-2025,laliga
carlos romero,espanyol,49,16,8,54.9,73,47,50,15,35,2024-2025,laliga
isaac romero,sevilla,4,4,5,18.8,13,7,18,1,17,2024-2025,laliga
luka romero,alaves,1,1,2,66.7,4,4,2,0,2,2024-2025,laliga
oriol romeu,girona,14,19,5,53.8,38,25,22,8,14,2024-2025,laliga
vitor roque,betis,1,6,4,20.0,11,6,5,0,5,2024-2025,laliga
valentin rosier,leganes,48,16,8,63.2,72,52,40,15,25,2024-2025,laliga
antonio rudiger,real madrid,14,6,0,73.3,20,13,22,14,8,2024-2025,laliga
aitor ruibal,betis,22,4,6,53.2,32,23,20,5,15,2024-2025,laliga
abel ruiz,girona,2,2,2,40.0,6,2,7,2,5,2024-2025,laliga
ferran ruiz,girona,0,0,0,,0,0,2,1,1,2024-2025,laliga
youssouf sabaly,betis,21,15,4,75.0,40,25,21,4,17,2024-2025,laliga
umar sadiq,valencia,3,5,2,66.7,10,5,7,0,7,2024-2025,laliga
umar sadiq,real sociedad,1,1,0,50.0,2,1,3,1,2,2024-2025,laliga
jorge saenz,leganes,18,18,1,55.0,37,23,26,17,9,2024-2025,laliga
jan salas,mallorca,2,1,0,100.0,3,1,0,0,0,2024-2025,laliga
kike salas,sevilla,24,16,7,58.7,47,28,26,14,12,2024-2025,laliga
albert sambi lokonga,sevilla,10,9,3,71.4,22,15,13,1,12,2024-2025,laliga
chuky san jose,valladolid,3,3,2,22.2,8,2,4,1,3,2024-2025,laliga
oihan sancet,athletic club,6,6,1,35.7,13,8,10,0,10,2024-2025,laliga
antonio sanchez,mallorca,16,8,4,38.9,28,16,16,2,14,2024-2025,laliga
ivan sanchez,valladolid,18,10,9,44.4,37,20,18,3,15,2024-2025,laliga
javi sanchez,valladolid,19,6,1,65.4,26,16,39,28,11,2024-2025,laliga
juanlu sanchez,sevilla,28,15,7,59.3,50,34,27,2,25,2024-2025,laliga
manu sanchez,alaves,40,33,10,59.4,83,56,51,12,39,2024-2025,laliga
maroan sannadi,athletic club,1,4,0,28.6,5,0,1,0,1,2024-2025,laliga
jesus santiago,getafe,6,8,0,50.0,14,8,6,2,4,2024-2025,laliga
aleksandar sedlar,alaves,7,11,0,80.0,18,10,2,1,1,2024-2025,laliga
sergi,leganes,22,16,2,56.3,40,29,38,29,9,2024-2025,laliga
nicolas serrano,athletic club,0,1,0,33.3,1,1,4,0,4,2024-2025,laliga
fabio silva,las palmas,4,5,3,28.6,12,7,12,0,12,2024-2025,laliga
rui silva,betis,0,0,0,0.0,0,0,1,0,1,2024-2025,laliga
giuliano simeone,atletico madrid,6,11,10,50.0,27,13,22,3,19,2024-2025,laliga
unai simon,athletic club,0,0,0,,0,0,1,0,1,2024-2025,laliga
daley sinkgraven,las palmas,3,2,0,33.3,5,1,1,0,1,2024-2025,laliga
jailson siqueira,celta vigo,9,3,1,81.8,13,11,6,4,2,2024-2025,laliga
antonio sivera,alaves,2,0,0,100.0,2,1,1,0,1,2024-2025,laliga
justin smith,espanyol,3,6,0,66.7,9,3,5,1,4,2024-2025,laliga
alex sola,getafe,9,12,0,36.0,21,14,8,0,8,2024-2025,laliga
arnau sola,villarreal,0,0,0,0.0,0,0,1,1,0,2024-2025,laliga
jhon solis,girona,3,9,1,42.9,13,7,13,1,12,2024-2025,laliga
david soria,getafe,4,0,0,80.0,4,4,0,0,0,2024-2025,laliga
juan soriano,leganes,1,0,0,100.0,1,1,0,0,0,2024-2025,laliga
hugo sotelo,celta vigo,8,10,10,41.9,28,17,9,1,8,2024-2025,laliga
djibril sow,sevilla,13,10,2,47.1,25,14,18,3,15,2024-2025,laliga
carl starfelt,celta vigo,25,14,1,66.7,40,20,29,21,8,2024-2025,laliga
orri steinn oskarsson,real sociedad,2,1,3,25.0,6,6,10,1,9,2024-2025,laliga
stoichkov,alaves,6,7,1,54.5,14,9,2,0,2,2024-2025,laliga
cristhian stuani,girona,1,7,1,62.5,9,7,4,1,3,2024-2025,laliga
alex suarez,las palmas,30,9,1,74.1,40,23,39,24,15,2024-2025,laliga
denis suarez,villarreal,7,2,3,40.0,12,8,4,1,3,2024-2025,laliga
luka sucic,real sociedad,8,12,5,38.5,25,18,30,2,28,2024-2025,laliga
suso,sevilla,3,6,1,36.4,10,7,4,0,4,2024-2025,laliga
williot swedberg,celta vigo,9,10,4,65.0,23,16,12,1,11,2024-2025,laliga
mamadou sylla,valladolid,3,3,2,22.2,8,4,8,0,8,2024-2025,laliga
wojciech szczesny,barcelona,1,0,0,,1,1,0,0,0,2024-2025,laliga
alexander srloth,atletico madrid,2,5,2,50.0,9,5,6,1,5,2024-2025,laliga
renato tapia,leganes,30,27,4,48.0,61,35,58,23,35,2024-2025,laliga
cesar tarrega,valencia,33,13,3,61.3,49,37,41,20,21,2024-2025,laliga
aurelien tchouameni,real madrid,25,19,3,51.2,47,23,34,25,9,2024-2025,laliga
alvaro tejero,espanyol,7,6,1,30.4,14,4,9,1,8,2024-2025,laliga
martin tejon,valencia,0,2,0,50.0,2,0,0,0,0,2024-2025,laliga
nahuel tenaglia,alaves,61,30,5,60.2,96,61,33,9,24,2024-2025,laliga
marcandre ter stegen,barcelona,0,0,0,0.0,0,0,0,0,0,2024-2025,laliga
ramon terrats,villarreal,1,2,0,50.0,3,3,3,1,2,2024-2025,laliga
ramon terrats,getafe,7,8,5,28.6,20,10,9,2,7,2024-2025,laliga
raul de tomas,rayo vallecano,1,0,1,,2,2,0,0,0,2024-2025,laliga
pablo torre,barcelona,1,3,1,50.0,5,4,0,0,0,2024-2025,laliga
david torres,valladolid,12,1,0,63.6,13,8,19,17,2,2024-2025,laliga
ferran torres,barcelona,2,3,3,37.5,8,4,7,1,6,2024-2025,laliga
lucas torro,osasuna,34,35,5,56.3,74,41,36,9,27,2024-2025,laliga
hamari traore,real sociedad,10,7,2,68.2,19,12,6,2,4,2024-2025,laliga
oscar trejo,rayo vallecano,1,5,2,33.3,8,5,9,0,9,2024-2025,laliga
viktor tsyhankov,girona,4,7,8,47.4,19,12,7,1,6,2024-2025,laliga
benat turrientes,real sociedad,4,10,1,26.7,15,6,15,3,12,2024-2025,laliga
christantus uche,getafe,8,19,8,45.0,35,21,20,2,18,2024-2025,laliga
naci unuvar,espanyol,1,1,0,50.0,2,2,0,0,0,2024-2025,laliga
oscar valentin,rayo vallecano,21,20,14,43.4,55,41,36,8,28,2024-2025,laliga
german valera,valencia,1,0,0,0.0,1,1,2,0,2,2024-2025,laliga
martin valjent,mallorca,22,7,1,60.0,30,21,32,21,11,2024-2025,laliga
jesus vallejo,real madrid,0,0,0,,0,0,0,0,0,2024-2025,laliga
federico valverde,real madrid,22,23,5,67.4,50,30,38,8,30,2024-2025,laliga
siebe van der heyden,mallorca,0,1,0,,1,1,1,0,1,2024-2025,laliga
ruben vargas,sevilla,1,5,1,37.5,7,4,9,0,9,2024-2025,laliga
jose luis garcia vaya,valencia,24,13,6,57.6,43,25,23,6,17,2024-2025,laliga
jesus vazquez,valencia,12,9,2,52.6,23,18,16,5,11,2024-2025,laliga
lucas vazquez,real madrid,33,17,8,56.3,58,34,24,6,18,2024-2025,laliga
alejo veliz,espanyol,0,1,0,14.3,1,1,12,2,10,2024-2025,laliga
mikel vesga,athletic club,7,13,2,42.9,22,15,10,1,9,2024-2025,laliga
carlos vicente,alaves,26,11,10,39.1,47,31,34,2,32,2024-2025,laliga
pau victor,barcelona,0,2,1,0.0,3,1,6,1,5,2024-2025,laliga
nacho vidal,osasuna,0,1,1,25.0,2,0,1,0,1,2024-2025,laliga
fran vieites,betis,0,0,0,,0,0,0,0,0,2024-2025,laliga
sergio viera,las palmas,0,1,0,0.0,1,1,1,0,1,2024-2025,laliga
asier villalibre,alaves,0,1,1,50.0,2,2,1,0,1,2024-2025,laliga
ivan villar,celta vigo,0,0,0,,0,0,0,0,0,2024-2025,laliga
viti,las palmas,43,21,7,68.9,71,46,28,7,21,2024-2025,laliga
daniel vivian,athletic club,23,14,3,65.6,40,26,26,10,16,2024-2025,laliga
krapyvtsov vladyslav,girona,0,0,0,,0,0,0,0,0,2024-2025,laliga
inaki williams,athletic club,4,8,5,52.2,17,10,34,5,29,2024-2025,laliga
nico williams,athletic club,10,11,7,34.4,28,18,20,1,19,2024-2025,laliga
axel witsel,atletico madrid,4,10,2,85.7,16,12,15,8,7,2024-2025,laliga
lamine yamal,barcelona,8,17,17,42.1,42,28,12,0,12,2024-2025,laliga
daniel yanez,real madrid,0,0,0,,0,0,0,0,0,2024-2025,laliga
bertug yldrm,getafe,0,7,3,28.6,10,5,13,2,11,2024-2025,laliga
arsen zakharyan,real sociedad,1,0,0,100.0,1,1,1,1,0,2024-2025,laliga
bryan zaragoza,osasuna,8,4,1,28.6,13,9,10,0,10,2024-2025,laliga
igor zubeldia,real sociedad,21,10,3,53.8,34,22,32,18,14,2024-2025,laliga
martin zubimendi,real sociedad,31,29,13,63.6,73,37,42,16,26,2024-2025,laliga
