goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id
1.58,0.0,0.0,6.32,100.0,1.58,50.0,0.0,0.0,4.74,0.0,100.0,7.89,83.33,90,1.58,0.0,0.0,1.58,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.63,0.0,1.58,100.0,0.0,0.0,0.0,3.16,0.0,0.0,1.58,1.58,0.0,100.0,0.0,0.0,0.82,0.0,0.0,0.0,Álvaro Odriozola,Real Sociedad,353250,2824
1.12,0.17,0.0,3.86,51.14,0.26,75.0,2.58,56.6,0.0,0.17,89.77,4.12,52.17,90,1.29,0.34,1.03,1.03,0.0,0.0,0.0,0.69,0.17,0.0,0.0,0.0,0.0,20.7,0.17,33.92,2.75,0.34,50.0,0.86,71.43,0.0,0.0,0.43,0.52,4.98,2.15,1.37,22.41,0.09,1.2,0.93,0.0,0.0,0.0,Kylian Mbappé,Real Madrid,826643,2829
0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,50.88,1.0,100.0,90,0.0,0.0,0.0,1.0,5.5,3.0,2.0,2.0,0.5,1.0,0.0,2.5,0.0,1.5,0.0,14.5,0.0,0.0,0.0,7.5,35.71,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Pablo Cuñat,Levante UD,1085579,2849
0.21,0.0,0.11,4.78,53.57,0.42,66.67,1.49,77.78,1.91,0.11,91.27,5.2,54.44,90,1.38,0.53,1.59,1.06,0.0,0.0,0.0,1.17,0.11,0.0,0.0,0.0,0.0,34.71,0.42,86.5,2.65,0.21,40.0,2.97,58.33,0.64,0.96,1.59,0.11,1.27,0.74,0.32,16.67,0.0,0.0,0.1,0.0,0.0,0.0,Pedri,Barcelona,992587,2817
0.57,0.0,0.0,8.1,51.82,0.0,0.0,4.69,49.25,1.56,0.57,80.55,8.1,50.89,90,1.85,0.71,1.28,1.14,0.0,0.0,0.0,1.14,0.14,0.0,0.0,0.0,0.0,21.18,0.43,37.68,1.99,0.71,21.74,0.28,22.22,0.43,0.14,0.71,0.28,5.12,1.56,1.42,11.11,0.14,0.85,0.37,0.0,0.0,0.0,Lamine Yamal,Barcelona,1402912,2817
0.0,0.08,0.0,0.08,100.0,0.33,100.0,0.0,0.0,0.0,0.0,70.54,0.42,100.0,90,0.17,0.0,0.0,1.0,5.33,3.83,1.33,1.5,0.17,0.5,1.08,0.67,1.17,0.5,0.0,23.75,0.0,0.0,0.0,6.67,41.67,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.08,0.0,0.0,Aarón Escandell,Real Oviedo,368922,2851
0.86,0.0,0.0,4.31,55.56,1.15,36.36,2.3,61.54,1.44,0.0,83.33,5.46,50.0,90,0.58,1.15,0.86,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.24,0.58,34.5,2.01,0.0,0.0,4.03,82.35,0.29,0.86,0.29,0.0,2.88,1.44,1.15,30.0,0.0,0.29,0.46,0.0,0.0,0.0,Gerard Moreno,Villarreal,146866,2819
0.53,0.13,0.0,4.36,54.1,0.26,33.33,1.06,47.06,1.32,0.13,82.8,4.63,52.24,90,1.98,0.53,1.06,1.06,0.0,0.0,0.0,0.79,0.4,0.0,0.0,0.0,0.0,18.24,0.26,40.7,1.85,0.93,21.88,1.45,55.0,0.79,0.79,1.06,0.4,3.7,1.32,0.93,14.29,0.0,0.0,0.36,0.0,0.0,0.0,Antony,Real Betis,958380,2816
0.0,0.0,0.0,0.25,75.0,0.33,100.0,0.0,0.0,0.0,0.0,70.87,0.58,87.5,90,0.25,0.0,0.0,1.0,3.58,2.17,1.42,0.83,0.25,0.75,1.25,0.33,1.25,1.58,0.0,19.67,0.0,0.0,0.0,6.58,45.66,0.0,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.08,0.08,0.0,Sergio Herrera,Osasuna,294377,2820
0.52,0.21,0.0,7.47,51.8,0.0,0.0,3.11,43.48,1.56,0.41,82.37,7.47,51.06,90,2.8,0.83,1.56,1.24,0.0,0.0,0.0,0.83,0.21,0.0,0.0,0.0,0.0,22.6,0.41,35.36,2.9,0.62,33.33,1.14,61.11,0.1,0.1,0.62,0.52,3.42,1.66,0.73,15.15,0.1,0.21,0.47,0.0,0.0,0.0,Vinícius Júnior,Real Madrid,868812,2829
