Player,Squad,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Bolck_Pass,Clearences,Err,Season,Competition
mikel jauregizar,Athletic Club,25,45,14,49.4,41,48,29,24,4,20,36,2,2024-2025,laliga
john joe,Getafe,0,0,0,,0,0,0,1,1,0,1,0,2024-2025,laliga
jofre,Espanyol,14,5,3,56.5,13,16,15,13,0,13,29,0,2024-2025,laliga
frenkie de jong,Barcelona,5,8,6,50.0,8,11,12,9,1,8,7,1,2024-2025,laliga
joan jordan,Alavés,11,17,4,56.7,17,18,9,12,0,12,21,0,2024-2025,laliga
juanmi,Getafe,4,7,3,31.6,6,11,2,6,0,6,3,0,2024-2025,laliga
juanmi,Betis,3,3,1,66.7,4,4,1,4,0,4,4,0,2024-2025,laliga
juanpe,Girona,5,3,0,75.0,6,5,8,15,10,5,56,1,2024-2025,laliga
luiz lucio reis junior,Villarreal,0,0,0,,0,0,0,0,0,0,14,1,2024-2025,laliga
vinicius junior,Real Madrid,7,4,10,27.8,5,10,3,9,0,9,1,2,2024-2025,laliga
stanko juric,Valladolid,26,19,3,39.6,19,24,24,35,11,24,52,0,2024-2025,laliga
willy kambwala,Villarreal,14,2,1,83.3,10,12,10,10,7,3,56,1,2024-2025,laliga
abdoulaye keita,Getafe,0,1,1,50.0,2,2,0,1,0,1,3,0,2024-2025,laliga
kenedy,Valladolid,0,0,0,,0,0,0,1,0,1,0,0,2024-2025,laliga
kike,Alavés,1,12,6,35.3,6,14,1,11,4,7,23,0,2024-2025,laliga
koke,Atlético Madrid,18,22,6,48.8,21,23,20,24,2,22,29,2,2024-2025,laliga
jules kounde,Barcelona,29,23,11,66.7,44,43,20,35,5,30,68,2,2024-2025,laliga
alex kral,Espanyol,28,24,3,53.3,16,37,28,34,14,20,51,2,2024-2025,laliga
ladislav krejci,Girona,19,4,0,53.8,14,16,34,24,19,5,93,5,2024-2025,laliga
takefusa kubo,Real Sociedad,11,11,9,40.0,16,20,17,38,1,37,13,1,2024-2025,laliga
marash kumbulla,Espanyol,35,14,2,58.5,24,26,34,48,35,13,224,2,2024-2025,laliga
luca de la torre,Celta Vigo,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,laliga
yoel lago,Celta Vigo,8,3,1,77.8,7,8,4,5,4,1,30,0,2024-2025,laliga
cyle larin,Mallorca,1,6,5,33.3,3,6,1,12,3,9,16,0,2024-2025,laliga
juanmi latasa,Valladolid,1,1,2,33.3,2,2,0,4,1,3,11,1,2024-2025,laliga
toni lato,Mallorca,6,5,6,63.6,7,11,6,10,4,6,33,0,2024-2025,laliga
robin le normand,Atlético Madrid,23,4,0,60.0,12,18,10,20,9,11,120,1,2024-2025,laliga
florian lejeune,Rayo Vallecano,30,14,2,53.5,23,28,41,38,32,6,181,1,2024-2025,laliga
inigo lekue,Athletic Club,12,3,0,52.9,9,12,9,7,2,5,29,2,2024-2025,laliga
thomas lemar,Atlético Madrid,1,1,0,50.0,2,1,0,0,0,0,1,0,2024-2025,laliga
clement lenglet,Atlético Madrid,19,8,0,73.3,11,17,22,24,18,6,104,1,2024-2025,laliga
robert lewandowski,Barcelona,1,5,4,45.5,5,5,3,14,2,12,26,0,2024-2025,laliga
samuel lino,Atlético Madrid,25,4,4,42.3,22,17,8,23,4,19,13,0,2024-2025,laliga
javier llabres,Mallorca,0,0,0,,0,0,0,1,0,1,0,0,2024-2025,laliga
diego llorente,Betis,23,12,1,65.8,25,20,43,29,20,9,154,1,2024-2025,laliga
marcos llorente,Atlético Madrid,38,27,4,65.5,36,52,27,32,7,25,51,1,2024-2025,laliga
giovani lo celso,Betis,8,17,9,68.0,17,22,5,14,2,12,3,1,2024-2025,laliga
enzo loiodice,Las Palmas,8,9,0,30.0,3,7,10,4,1,3,7,2,2024-2025,laliga
david lopez,Mallorca,3,0,0,100.0,2,2,1,2,2,0,10,0,2024-2025,laliga
david lopez,Girona,22,7,3,58.1,18,24,14,22,12,10,111,2,2024-2025,laliga
diego lopez,Valencia,11,16,4,34.0,16,18,16,30,0,30,15,0,2024-2025,laliga
fer lopez,Celta Vigo,1,6,2,15.4,2,5,2,10,0,10,7,0,2024-2025,laliga
fermin lopez,Barcelona,3,9,7,25.0,8,15,5,11,0,11,3,0,2024-2025,laliga
javi lopez,Real Sociedad,23,12,5,62.2,23,23,11,21,7,14,59,2,2024-2025,laliga
pau lopez,Girona,0,0,0,,0,0,0,0,0,0,1,0,2024-2025,laliga
roberto lopez,Leganés,4,4,0,33.3,5,6,1,5,0,5,7,2,2024-2025,laliga
unai lopez,Rayo Vallecano,14,12,5,47.2,17,21,21,18,6,12,20,0,2024-2025,laliga
iker losada,Celta Vigo,0,1,2,20.0,1,3,1,4,1,3,8,0,2024-2025,laliga
iker losada,Betis,2,4,4,50.0,5,7,3,2,0,2,2,0,2024-2025,laliga
pol lozano,Espanyol,23,25,5,43.1,25,34,22,32,6,26,31,0,2024-2025,laliga
jose luis gaya,Valencia,39,15,3,69.0,40,40,25,16,2,14,61,0,2024-2025,laliga
dodi lukebakio,Sevilla,8,8,6,55.6,15,14,11,18,1,17,17,2,2024-2025,laliga
daniel luna,Mallorca,0,0,0,,0,0,0,1,0,1,0,0,2024-2025,laliga
andriy lunin,Real Madrid,1,0,0,,0,0,0,0,0,0,3,0,2024-2025,laliga
darwin machis,Valladolid,3,2,0,33.3,3,4,5,3,0,3,13,0,2024-2025,laliga
pablo maffeo,Mallorca,43,14,3,73.9,34,40,25,32,11,21,103,1,2024-2025,laliga
jon magunazelaia,Real Sociedad,1,0,0,,0,1,0,0,0,0,0,0,2024-2025,laliga
giorgi mamardashvili,Valencia,2,0,0,66.7,2,2,1,0,0,0,16,3,2024-2025,laliga
reinildo mandava,Atlético Madrid,10,7,1,55.6,10,11,16,11,5,6,35,0,2024-2025,laliga
javier manquillo,Celta Vigo,4,3,0,20.0,2,5,7,5,3,2,14,0,2024-2025,laliga
marcao,Sevilla,6,4,0,60.0,3,7,7,9,6,3,29,1,2024-2025,laliga
oscar de marcos,Athletic Club,15,13,4,56.8,21,15,16,17,1,16,35,0,2024-2025,laliga
alberto mari,Valencia,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,laliga
jose maria gimenez,Atlético Madrid,18,8,0,60.7,17,16,27,29,19,10,115,2,2024-2025,laliga
arkaitz mariezkurrena,Real Sociedad,1,0,0,0.0,0,0,1,4,1,3,4,0,2024-2025,laliga
pablo marin,Real Sociedad,6,13,6,52.6,10,17,5,12,3,9,14,0,2024-2025,laliga
mika marmol,Las Palmas,35,24,2,65.4,34,29,38,46,14,32,121,2,2024-2025,laliga
mario maroto,Valladolid,0,0,0,0.0,0,0,2,0,0,0,2,0,2024-2025,laliga
unai marrero,Real Sociedad,0,0,0,,0,0,0,0,0,0,1,0,2024-2025,laliga
carlos martin,Alavés,18,16,9,26.5,13,21,5,30,1,29,20,0,2024-2025,laliga
diego martin,Las Palmas,0,0,1,100.0,1,1,0,0,0,0,1,0,2024-2025,laliga
gerard martin,Barcelona,10,7,5,68.8,11,10,13,16,2,14,27,0,2024-2025,laliga
ivan martin,Girona,14,14,4,44.1,15,19,11,20,6,14,15,1,2024-2025,laliga
jon martin,Real Sociedad,7,3,1,66.7,6,9,7,13,9,4,80,1,2024-2025,laliga
mario martin,Valladolid,31,27,4,42.9,21,32,21,32,7,25,46,7,2024-2025,laliga
arnau martinez,Girona,30,15,6,50.8,32,28,31,18,6,12,76,2,2024-2025,laliga
inigo martinez,Barcelona,20,5,0,72.7,16,14,18,18,7,11,108,1,2024-2025,laliga
javi martinez,Osasuna,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,laliga
ramon martinez,Sevilla,5,1,0,60.0,3,3,2,2,1,1,23,0,2024-2025,laliga
toni martinez,Alavés,5,4,3,50.0,4,7,1,8,2,6,15,0,2024-2025,laliga
javi marton,Athletic Club,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,laliga
marvin,Las Palmas,12,9,4,42.3,11,13,15,17,6,11,34,0,2024-2025,laliga
omar mascarell,Mallorca,13,13,1,40.0,14,13,49,33,21,12,59,3,2024-2025,laliga
jaime mata,Las Palmas,2,6,0,33.3,3,2,3,5,1,4,11,0,2024-2025,laliga
borja mayoral,Getafe,2,2,1,33.3,3,4,2,4,0,4,6,0,2024-2025,laliga
kylian mbappe,Real Madrid,1,3,4,20.0,1,5,1,3,0,3,1,1,2024-2025,laliga
oliver mcburnie,Las Palmas,5,8,2,41.7,5,7,6,15,5,10,24,0,2024-2025,laliga
scott mckenna,Las Palmas,16,5,0,75.0,9,13,9,36,28,8,163,2,2024-2025,laliga
mateo mejia,Sevilla,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,laliga
arthur melo,Girona,8,12,5,51.9,14,11,8,5,1,4,12,1,2024-2025,laliga
brais mendez,Real Sociedad,6,14,4,37.5,9,13,7,14,1,13,16,1,2024-2025,laliga
ferland mendy,Real Madrid,7,6,4,75.0,9,14,9,11,4,7,8,1,2024-2025,laliga
nobel mendy,Betis,0,0,0,,0,0,4,2,0,2,10,1,2024-2025,laliga
victor meseguer,Valladolid,4,4,2,20.0,2,6,2,3,0,3,4,1,2024-2025,laliga
miguel,Leganés,6,4,6,28.6,4,7,4,15,4,11,23,1,2024-2025,laliga
eder militao,Real Madrid,14,5,0,58.3,7,17,12,13,8,5,35,0,2024-2025,laliga
luis milla,Getafe,28,25,8,48.6,35,40,24,25,0,25,28,3,2024-2025,laliga
pere milla,Espanyol,5,0,1,5.6,1,2,3,10,2,8,5,0,2024-2025,laliga
oscar mingueza,Celta Vigo,21,12,5,37.7,26,24,22,35,5,30,46,7,2024-2025,laliga
kim minsu,Girona,0,1,0,,0,0,0,0,0,0,0,0,2024-2025,laliga
bojan miovski,Girona,2,2,3,28.6,2,5,2,4,0,4,7,0,2024-2025,laliga
rafa mir,Valencia,8,4,0,33.3,3,6,5,5,0,5,9,0,2024-2025,laliga
luka modric,Real Madrid,16,13,2,43.8,14,20,27,17,5,12,17,0,2024-2025,laliga
johan mojica,Mallorca,26,6,3,47.5,19,23,26,13,5,8,84,3,2024-2025,laliga
alberto moleiro,Las Palmas,12,14,1,37.5,18,12,18,24,0,24,8,0,2024-2025,laliga
nahuel molina,Atlético Madrid,21,21,2,55.4,31,19,13,16,3,13,53,0,2024-2025,laliga
jon moncayola,Osasuna,29,33,8,51.7,31,41,11,34,3,31,20,0,2024-2025,laliga
gonzalo montiel,Sevilla,3,1,0,75.0,3,2,2,0,0,0,11,0,2024-2025,laliga
gerard moreno,Villarreal,3,2,2,25.0,3,4,2,0,0,0,8,0,2024-2025,laliga
xavier moreno,Valladolid,0,0,0,,0,0,0,0,0,0,1,0,2024-2025,laliga
mateu morey,Mallorca,13,6,3,54.5,12,18,15,11,0,11,32,2,2024-2025,laliga
ilaix moriba,Celta Vigo,24,30,14,56.1,32,42,14,29,4,25,33,1,2024-2025,laliga
manu morlanes,Mallorca,18,20,5,60.0,18,27,24,19,8,11,16,0,2024-2025,laliga
raul moro,Valladolid,15,4,3,40.6,13,13,10,8,0,8,20,1,2024-2025,laliga
cristhian mosquera,Valencia,41,13,2,77.5,31,36,35,37,24,13,128,4,2024-2025,laliga
santiago mourino,Alavés,31,12,0,55.3,21,28,29,27,12,15,120,0,2024-2025,laliga
abdul mumin,Rayo Vallecano,30,7,0,63.0,17,25,23,40,29,11,125,0,2024-2025,laliga
aihen munoz,Real Sociedad,14,8,2,50.0,14,12,14,11,6,5,47,0,2024-2025,laliga
alex munoz,Las Palmas,22,16,1,55.3,21,29,16,28,11,17,69,0,2024-2025,laliga
iker munoz,Osasuna,3,2,0,33.3,3,2,4,9,2,7,12,1,2024-2025,laliga
javier munoz,Las Palmas,18,17,10,34.8,16,35,31,27,4,23,39,3,2024-2025,laliga
victor munoz,Real Madrid,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,laliga
vedat muriqi,Mallorca,3,2,2,42.9,3,5,7,7,1,6,43,0,2024-2025,laliga
juan musso,Atlético Madrid,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,laliga
matija nastasic,Leganés,21,4,0,68.0,17,11,21,39,30,9,165,0,2024-2025,laliga
natan,Betis,24,9,2,86.7,26,24,28,24,14,10,123,2,2024-2025,laliga
pau navarro,Villarreal,15,6,2,48.7,19,17,4,13,6,7,41,0,2024-2025,laliga
roberto navarro,Mallorca,14,11,4,47.4,9,22,19,18,0,18,12,0,2024-2025,laliga
jesus navas,Sevilla,3,0,2,0.0,0,2,4,1,0,1,6,0,2024-2025,laliga
yvan neyou,Leganés,21,26,6,46.8,22,33,26,35,5,30,38,1,2024-2025,laliga
tanguy nianzou,Sevilla,6,0,1,83.3,5,5,8,1,0,1,27,0,2024-2025,laliga
saul niguez,Sevilla,16,24,7,38.7,12,32,22,25,2,23,34,0,2024-2025,laliga
tamas nikitscher,Valladolid,8,9,0,61.5,8,8,11,17,4,13,16,1,2024-2025,laliga
adrian nino,Atlético Madrid,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,laliga
hugo novoa,Alavés,4,3,1,100.0,5,5,0,2,1,1,6,0,2024-2025,laliga
randy nteka,Rayo Vallecano,3,9,4,41.7,5,5,4,13,2,11,20,0,2024-2025,laliga
unai nunez,Athletic Club,7,3,0,57.1,4,5,17,4,4,0,46,1,2024-2025,laliga
rjan nyland,Sevilla,3,0,0,60.0,3,2,0,0,0,0,12,4,2024-2025,laliga
allan nyom,Getafe,7,9,2,88.2,15,11,4,4,2,2,23,0,2024-2025,laliga
jan oblak,Atlético Madrid,0,0,0,,0,0,0,0,0,0,17,2,2024-2025,laliga
lucas ocampos,Sevilla,2,0,1,50.0,1,2,0,2,0,2,2,0,2024-2025,laliga
alvaro odriozola,Real Sociedad,1,0,0,,0,1,0,0,0,0,1,0,2024-2025,laliga
thiago ojeda,Villarreal,0,0,0,,0,0,0,0,0,0,1,0,2024-2025,laliga
aingeru olabarrieta,Athletic Club,0,0,0,,0,0,1,2,0,2,1,0,2024-2025,laliga
olasagasti,Real Sociedad,7,9,5,44.4,8,10,15,8,2,6,10,0,2024-2025,laliga
brian olivan,Espanyol,7,6,0,30.8,4,10,10,6,2,4,23,0,2024-2025,laliga
lucas oliveira rosa,Valladolid,40,11,2,68.6,35,33,28,24,9,15,69,2,2024-2025,laliga
dani olmo,Barcelona,8,5,3,28.6,4,11,3,6,3,3,11,1,2024-2025,laliga
aimar oroz,Osasuna,16,13,6,30.4,14,19,20,29,2,27,10,0,2024-2025,laliga
angel ortiz,Betis,8,3,1,47.1,8,8,5,6,0,6,7,0,2024-2025,laliga
gabriel osei misehouy,Girona,0,1,0,0.0,0,1,0,0,0,0,0,0,2024-2025,laliga
david otorbi,Valencia,0,0,0,,0,0,0,1,0,1,0,0,2024-2025,laliga
jesus owono,Alavés,1,0,0,100.0,1,1,0,0,0,0,2,0,2024-2025,laliga
mikel oyarzabal,Real Sociedad,9,10,6,43.5,10,16,4,17,1,16,15,0,2024-2025,laliga
cenk ozkacar,Valladolid,7,2,0,28.6,4,5,18,9,6,3,69,1,2024-2025,laliga
jon pacheco,Real Sociedad,12,3,0,83.3,10,9,9,8,6,2,49,2,2024-2025,laliga
alex padilla,Athletic Club,0,0,0,,0,0,0,0,0,0,2,1,2024-2025,laliga
isaac palazon camacho,Rayo Vallecano,10,6,6,23.5,8,17,8,22,3,19,13,1,2024-2025,laliga
aitor paredes,Athletic Club,10,5,0,53.3,8,13,22,26,15,11,114,4,2024-2025,laliga
daniel parejo,Villarreal,27,20,5,53.7,29,40,24,24,7,17,40,1,2024-2025,laliga
iago parente,Valladolid,0,0,0,,0,0,0,0,0,0,2,0,2024-2025,laliga
alvaro pascual,Sevilla,0,3,2,20.0,1,3,2,4,0,4,9,0,2024-2025,laliga
alfonso pedraza,Villarreal,2,0,1,50.0,2,2,6,3,1,2,16,0,2024-2025,laliga
pedri,Barcelona,14,38,9,34.3,24,34,26,45,3,42,21,1,2024-2025,laliga
adria pedrosa,Sevilla,34,16,6,57.4,31,32,24,43,11,32,85,0,2024-2025,laliga
pejino,Las Palmas,0,1,0,100.0,1,1,0,0,0,0,0,0,2024-2025,laliga
andy pelmard,Las Palmas,3,2,0,80.0,4,0,2,3,1,2,20,0,2024-2025,laliga
inaki pena,Barcelona,0,0,0,0.0,0,0,0,0,0,0,20,1,2024-2025,laliga
ruben pena,Osasuna,4,3,5,20.8,5,5,6,11,0,11,12,0,2024-2025,laliga
nicolas pepe,Villarreal,12,6,4,35.3,6,9,5,12,1,11,12,0,2024-2025,laliga
peque,Sevilla,4,10,2,41.2,7,5,8,16,0,16,5,0,2024-2025,laliga
ayoze perez,Villarreal,5,18,4,25.0,6,14,8,17,0,17,15,0,2024-2025,laliga
carles perez,Getafe,11,14,8,43.8,21,23,6,19,2,17,22,0,2024-2025,laliga
francisco perez,Valencia,7,8,2,62.5,10,12,3,8,1,7,6,0,2024-2025,laliga
kike perez,Valladolid,15,19,3,57.7,15,26,7,16,4,12,18,0,2024-2025,laliga
luis perez,Valladolid,25,11,5,60.0,24,30,29,26,9,17,86,0,2024-2025,laliga
romain perraud,Betis,15,16,5,45.7,21,22,22,18,4,14,71,1,2024-2025,laliga
valentin pezzolesi,Las Palmas,0,0,0,,0,0,0,0,0,0,1,1,2024-2025,laliga
pica,Alavés,7,2,0,44.4,4,7,9,7,6,1,26,0,2024-2025,laliga
yeremi pino,Villarreal,20,32,8,49.2,32,32,8,38,3,35,18,0,2024-2025,laliga
portu,Girona,5,5,3,70.0,7,7,0,8,0,8,2,0,2024-2025,laliga
benat prados,Athletic Club,20,27,8,47.2,25,36,28,21,2,19,26,0,2024-2025,laliga
abdon prats,Mallorca,1,1,0,50.0,1,1,1,2,1,1,5,0,2024-2025,laliga
javi puado,Espanyol,14,4,4,40.0,8,17,5,18,3,15,19,0,2024-2025,laliga
dani raba,Leganés,17,15,5,40.5,17,23,14,27,3,24,19,1,2024-2025,laliga
arnau rafus,Valladolid,0,0,0,,0,0,0,0,0,0,0,1,2024-2025,laliga
antonio raillo,Mallorca,18,10,3,70.0,14,18,29,51,38,13,222,1,2024-2025,laliga
benito ramirez,Las Palmas,4,6,0,56.3,9,5,1,8,3,5,14,1,2024-2025,laliga
sandro ramirez,Las Palmas,10,13,4,43.3,13,15,16,20,0,20,22,2,2024-2025,laliga
jacobo ramon,Real Madrid,4,3,0,100.0,2,3,3,1,0,1,8,2,2024-2025,laliga
raphinha,Barcelona,6,19,11,48.7,19,22,11,29,2,27,26,0,2024-2025,laliga
andrei ratiu,Rayo Vallecano,40,21,10,60.0,42,41,27,45,5,40,73,2,2024-2025,laliga
raul,Osasuna,3,6,4,50.0,5,8,0,4,0,4,6,0,2024-2025,laliga
abderrahman rebbach,Alavés,3,0,0,0.0,0,2,0,4,0,4,6,0,2024-2025,laliga
alex remiro,Real Sociedad,1,0,0,50.0,1,0,0,0,0,0,18,4,2024-2025,laliga
daniel requena,Villarreal,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,laliga
diego rico,Getafe,47,29,5,55.3,47,49,34,41,3,38,102,2,2024-2025,laliga
luis rioja,Alavés,0,1,1,50.0,1,1,0,2,0,2,0,0,2024-2025,laliga
luis rioja,Valencia,14,12,7,33.3,14,21,22,30,1,29,44,1,2024-2025,laliga
rodrigo riquelme,Atlético Madrid,4,6,1,54.5,6,5,2,3,0,3,3,0,2024-2025,laliga
alberto risco,Getafe,2,0,2,16.7,1,4,0,2,0,2,0,0,2024-2025,laliga
mihailo ristic,Celta Vigo,4,2,1,66.7,4,7,2,1,0,1,18,0,2024-2025,laliga
gorka rivera alonso,Getafe,0,2,0,100.0,2,0,0,0,0,0,0,0,2024-2025,laliga
marc roca,Betis,10,9,1,52.9,9,14,14,17,5,12,14,2,2024-2025,laliga
rodri,Betis,1,1,0,50.0,1,1,1,2,1,1,1,1,2024-2025,laliga
adrian rodriguez,Alavés,0,0,0,0.0,0,0,0,0,0,0,3,1,2024-2025,laliga
alvaro rodriguez,Getafe,0,7,3,50.0,5,7,3,23,0,23,12,0,2024-2025,laliga
oscar rodriguez arnaiz,Leganés,10,16,6,43.8,14,17,20,10,1,9,20,0,2024-2025,laliga
arturo rodriguez,Las Palmas,0,0,0,,0,0,0,0,0,0,0,0,2024-2025,laliga
damian rodriguez,Celta Vigo,3,10,1,37.5,6,9,7,6,1,5,13,0,2024-2025,laliga
dani rodriguez,Mallorca,18,21,10,51.9,14,29,12,22,3,19,30,0,2024-2025,laliga
daniel rodriguez,Barcelona,0,0,0,,0,0,0,1,0,1,0,0,2024-2025,laliga
james rodriguez,Rayo Vallecano,1,2,0,0.0,0,2,1,2,0,2,0,0,2024-2025,laliga
javi rodriguez,Celta Vigo,35,17,1,70.2,33,38,33,29,10,19,96,2,2024-2025,laliga
jesus rodriguez,Betis,6,6,4,27.8,5,14,6,16,0,16,3,0,2024-2025,laliga
kirian rodriguez,Las Palmas,12,18,3,51.2,22,17,10,22,4,18,21,0,2024-2025,laliga
ricardo rodriguez,Betis,16,5,7,65.4,17,15,8,10,1,9,51,0,2024-2025,laliga
rodrygo,Real Madrid,14,5,2,30.4,7,14,11,18,1,17,9,0,2024-2025,laliga
leo roman,Mallorca,0,0,0,,0,0,0,0,0,0,6,0,2024-2025,laliga
carlos romero,Espanyol,49,16,8,54.9,45,47,30,50,15,35,102,1,2024-2025,laliga
isaac romero,Sevilla,4,4,5,18.8,3,7,7,18,1,17,27,0,2024-2025,laliga
luka romero,Alavés,1,1,2,66.7,2,4,1,2,0,2,0,0,2024-2025,laliga
oriol romeu,Girona,14,19,5,53.8,14,25,12,22,8,14,20,4,2024-2025,laliga
vitor roque,Betis,1,6,4,20.0,1,6,7,5,0,5,4,0,2024-2025,laliga
valentin rosier,Leganés,48,16,8,63.2,43,52,52,40,15,25,149,2,2024-2025,laliga
antonio rudiger,Real Madrid,14,6,0,73.3,11,13,9,22,14,8,96,1,2024-2025,laliga
aitor ruibal,Betis,22,4,6,53.2,25,23,14,20,5,15,40,1,2024-2025,laliga
abel ruiz,Girona,2,2,2,40.0,2,2,5,7,2,5,7,0,2024-2025,laliga
ferran ruiz,Girona,0,0,0,,0,0,1,2,1,1,0,0,2024-2025,laliga
youssouf sabaly,Betis,21,15,4,75.0,24,25,13,21,4,17,40,0,2024-2025,laliga
umar sadiq,Valencia,3,5,2,66.7,4,5,1,7,0,7,7,0,2024-2025,laliga
umar sadiq,Real Sociedad,1,1,0,50.0,1,1,1,3,1,2,2,0,2024-2025,laliga
jorge saenz,Leganés,18,18,1,55.0,11,23,25,26,17,9,161,0,2024-2025,laliga
jan salas,Mallorca,2,1,0,100.0,2,1,0,0,0,0,0,0,2024-2025,laliga
kike salas,Sevilla,24,16,7,58.7,27,28,32,26,14,12,146,0,2024-2025,laliga
albert sambi lokonga,Sevilla,10,9,3,71.4,10,15,9,13,1,12,24,3,2024-2025,laliga
chuky san jose,Valladolid,3,3,2,22.2,2,2,0,4,1,3,4,0,2024-2025,laliga
oihan sancet,Athletic Club,6,6,1,35.7,5,8,5,10,0,10,6,0,2024-2025,laliga
antonio sanchez,Mallorca,16,8,4,38.9,14,16,18,16,2,14,36,1,2024-2025,laliga
ivan sanchez,Valladolid,18,10,9,44.4,12,20,14,18,3,15,10,0,2024-2025,laliga
javi sanchez,Valladolid,19,6,1,65.4,17,16,22,39,28,11,111,3,2024-2025,laliga
juanlu sanchez,Sevilla,28,15,7,59.3,35,34,17,27,2,25,19,0,2024-2025,laliga
manu sanchez,Alavés,40,33,10,59.4,41,56,30,51,12,39,76,1,2024-2025,laliga
maroan sannadi,Athletic Club,1,4,0,28.6,2,0,1,1,0,1,2,1,2024-2025,laliga
jesus santiago,Getafe,6,8,0,50.0,5,8,1,6,2,4,3,0,2024-2025,laliga
aleksandar sedlar,Alavés,7,11,0,80.0,8,10,10,2,1,1,24,1,2024-2025,laliga
sergi,Leganés,22,16,2,56.3,18,29,39,38,29,9,185,2,2024-2025,laliga
nicolas serrano,Athletic Club,0,1,0,33.3,1,1,1,4,0,4,1,0,2024-2025,laliga
fabio silva,Las Palmas,4,5,3,28.6,4,7,4,12,0,12,27,0,2024-2025,laliga
rui silva,Betis,0,0,0,0.0,0,0,0,1,0,1,7,0,2024-2025,laliga
giuliano simeone,Atlético Madrid,6,11,10,50.0,15,13,14,22,3,19,22,1,2024-2025,laliga
unai simon,Athletic Club,0,0,0,,0,0,1,1,0,1,14,4,2024-2025,laliga
daley sinkgraven,Las Palmas,3,2,0,33.3,1,1,1,1,0,1,2,0,2024-2025,laliga
jailson siqueira,Celta Vigo,9,3,1,81.8,9,11,9,6,4,2,28,1,2024-2025,laliga
antonio sivera,Alavés,2,0,0,100.0,2,1,0,1,0,1,20,0,2024-2025,laliga
justin smith,Espanyol,3,6,0,66.7,4,3,4,5,1,4,3,0,2024-2025,laliga
alex sola,Getafe,9,12,0,36.0,9,14,7,8,0,8,11,1,2024-2025,laliga
arnau sola,Villarreal,0,0,0,0.0,0,0,0,1,1,0,0,0,2024-2025,laliga
jhon solis,Girona,3,9,1,42.9,6,7,4,13,1,12,6,1,2024-2025,laliga
david soria,Getafe,4,0,0,80.0,4,4,1,0,0,0,21,3,2024-2025,laliga
juan soriano,Leganés,1,0,0,100.0,1,1,0,0,0,0,2,0,2024-2025,laliga
hugo sotelo,Celta Vigo,8,10,10,41.9,13,17,5,9,1,8,9,1,2024-2025,laliga
djibril sow,Sevilla,13,10,2,47.1,8,14,28,18,3,15,26,1,2024-2025,laliga
carl starfelt,Celta Vigo,25,14,1,66.7,18,20,31,29,21,8,129,3,2024-2025,laliga
orri steinn oskarsson,Real Sociedad,2,1,3,25.0,2,6,2,10,1,9,11,0,2024-2025,laliga
stoichkov,Alavés,6,7,1,54.5,6,9,1,2,0,2,7,0,2024-2025,laliga
cristhian stuani,Girona,1,7,1,62.5,5,7,7,4,1,3,11,0,2024-2025,laliga
alex suarez,Las Palmas,30,9,1,74.1,20,23,13,39,24,15,107,2,2024-2025,laliga
denis suarez,Villarreal,7,2,3,40.0,4,8,3,4,1,3,3,0,2024-2025,laliga
luka sucic,Real Sociedad,8,12,5,38.5,10,18,15,30,2,28,16,1,2024-2025,laliga
suso,Sevilla,3,6,1,36.4,4,7,4,4,0,4,2,0,2024-2025,laliga
williot swedberg,Celta Vigo,9,10,4,65.0,13,16,3,12,1,11,10,1,2024-2025,laliga
mamadou sylla,Valladolid,3,3,2,22.2,2,4,3,8,0,8,14,1,2024-2025,laliga
wojciech szczesny,Barcelona,1,0,0,,0,1,0,0,0,0,20,1,2024-2025,laliga
alexander srloth,Atlético Madrid,2,5,2,50.0,3,5,1,6,1,5,28,0,2024-2025,laliga
renato tapia,Leganés,30,27,4,48.0,24,35,27,58,23,35,86,2,2024-2025,laliga
cesar tarrega,Valencia,33,13,3,61.3,19,37,22,41,20,21,222,2,2024-2025,laliga
aurelien tchouameni,Real Madrid,25,19,3,51.2,21,23,46,34,25,9,92,1,2024-2025,laliga
alvaro tejero,Espanyol,7,6,1,30.4,7,4,13,9,1,8,34,1,2024-2025,laliga
martin tejon,Valencia,0,2,0,50.0,1,0,0,0,0,0,0,0,2024-2025,laliga
nahuel tenaglia,Alavés,61,30,5,60.2,53,61,47,33,9,24,123,2,2024-2025,laliga
marcandre ter stegen,Barcelona,0,0,0,0.0,0,0,0,0,0,0,2,2,2024-2025,laliga
ramon terrats,Villarreal,1,2,0,50.0,2,3,2,3,1,2,3,0,2024-2025,laliga
ramon terrats,Getafe,7,8,5,28.6,8,10,8,9,2,7,16,0,2024-2025,laliga
raul de tomas,Rayo Vallecano,1,0,1,,0,2,0,0,0,0,0,0,2024-2025,laliga
