player_name,player_id,team_name,position,other_positions,date_of_birth,age,height_m,nationality,market_value,joined,contract_expires,Value last updated,Citizenship,Last club,Since,Market value history,Transfer history,Player URL,height_cm
Martín Satriano,640109,Lyon,Centre-Forward,"                0
0  Second Striker",20/02/2001 (24),24,1.87,Uruguay,€5.00m,01/09/2025,30/06/2026,03/06/2025,"['Uruguay', 'Italy']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/martin-satriano/profil/spieler/640109,187.0
Wesley Saïd,182916,Lens,Centre-Forward,"              0
0   Left Winger
1  Right Winger",19/04/1995 (30),30,1.71,France,€3.00m,01/07/2021,30/06/2026,03/06/2025,"['France', 'Comoros']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/wesley-said/profil/spieler/182916,171.0
Goduine Koyalipou,525140,Levante,Centre-Forward,"              0
0  Right Winger",15/02/2000 (25),25,1.84,Central African Republic,€2.50m,29/07/2025,30/06/2026,03/06/2025,"['France', 'Central African Republic']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/goduine-koyalipou/profil/spieler/525140,184.0
Florian Sotoca,354726,Lens,Centre-Forward,"                0
0  Second Striker
1    Right Winger",25/10/1990 (35),35,1.87,France,€2.00m,01/07/2019,30/06/2026,03/06/2025,['France'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/florian-sotoca/profil/spieler/354726,187.0
Rémy Labeau Lascary,917778,Stade Brestois,Centre-Forward,"              0
0  Right Winger
1   Left Winger",03/03/2003 (22),22,1.84,France,€2.00m,31/08/2025,30/06/2026,03/06/2025,"['France', 'Guadeloupe']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/remy-labeau-lascary/profil/spieler/917778,184.0
Rayan Fofana,1160814,Lens,Centre-Forward,"              0
0  Right Winger",12/02/2006 (19),19,1.8,France,€5.00m,01/07/2025,30/06/2027,10/10/2025,"['France', ""Cote d'Ivoire""]",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/rayan-fofana/profil/spieler/1160814,180.0
Gabin Capuano,1179130,US Boulogne,Centre-Forward,,26/04/2006 (19),19,,France,€300k,01/09/2025,30/06/2026,13/10/2025,['France'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/gabin-capuano/profil/spieler/1179130,
Yehvann Diouf,448632,Nice,Goalkeeper,,16/11/1999 (26),26,1.88,Senegal,€12.00m,03/07/2025,30/06/2030,03/06/2025,"['France', 'Senegal']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/yehvann-diouf/profil/spieler/448632,188.0
Alexandre Olliero,395602,Stade Reims,Goalkeeper,,15/02/1996 (29),29,1.93,France,€200k,31/01/2023,30/06/2026,03/06/2025,['France'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/alexandre-olliero/profil/spieler/395602,193.0
Ludovic Butelle,12029,OCPAM 08,Goalkeeper,,03/04/1983 (42),42,1.88,France,,23/07/2025,-,,['France'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/ludovic-butelle/profil/spieler/12029,188.0
Emmanuel Agbadou,683895,Wolves,Centre-Back,"                    0
0  Defensive Midfield",17/06/1997 (28),28,1.92,Cote d'Ivoire,€20.00m,09/01/2025,30/06/2029,30/05/2025,"[""Cote d'Ivoire""]",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/emmanuel-agbadou/profil/spieler/683895,192.0
Joseph Okumu,453376,Stade Reims,Centre-Back,"           0
0  Left-Back",26/05/1997 (28),28,1.9,Kenya,€6.00m,22/07/2023,30/06/2028,13/10/2025,['Kenya'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/joseph-okumu/profil/spieler/453376,190.0
Cédric Kipré,364827,Ipswich,Centre-Back,,09/12/1996 (28),28,1.93,Cote d'Ivoire,€2.50m,13/07/2025,30/06/2026,06/10/2025,"['France', ""Cote d'Ivoire""]",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/cedric-kipre/profil/spieler/364827,193.0
Malcolm Jeng,1126894,Feyenoord,Centre-Back,"           0
0  Left-Back",09/03/2005 (20),20,1.9,Sweden,€2.00m,01/09/2025,30/06/2026,03/06/2025,['Sweden'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/malcolm-jeng/profil/spieler/1126894,190.0
Abdoul Koné,1130445,Stade Reims,Centre-Back,"            0
0  Right-Back",22/04/2005 (20),20,1.92,France,€1.00m,01/07/2024,30/06/2029,13/10/2025,"['France', ""Cote d'Ivoire""]",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/abdoul-kone/profil/spieler/1130445,192.0
Kobi Henry,746830,Salt Lake,Centre-Back,,26/04/2004 (21),21,1.87,Trinidad and Tobago,€100k,31/01/2025,31/12/2025,05/06/2025,"['United States', 'Trinidad and Tobago']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/kobi-henry/profil/spieler/746830,187.0
Mohamed Ali Diadié,1069037,Torreense,Centre-Back,,22/10/2004 (21),21,1.81,Mauritania,,01/09/2025,30/06/2028,,"['France', 'Mauritania']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/mohamed-ali-diadie/profil/spieler/1069037,181.0
Sergio Akieme,355627,Stade Reims,Left-Back,,16/12/1997 (27),27,1.75,Spain,€6.00m,01/02/2024,30/06/2028,13/10/2025,"['Spain', 'Equatorial Guinea']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/sergio-akieme/profil/spieler/355627,175.0
Thibault De Smet,340177,Paris FC,Left-Back,"             0
0  Centre-Back",05/06/1998 (27),27,1.83,Belgium,€2.50m,01/07/2025,30/06/2027,02/06/2025,['Belgium'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/thibault-de-smet/profil/spieler/340177,183.0
Nhoa Sangui,955281,Paris FC,Left-Back,,27/02/2006 (19),19,1.78,France,€6.00m,01/07/2025,30/06/2030,10/10/2025,"['France', 'Congo']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/nhoa-sangui/profil/spieler/955281,178.0
Aurélio Buta,258039,Frankfurt,Right-Back,"                0
0  Right Midfield",10/02/1997 (28),28,1.72,Portugal,€5.00m,01/07/2022,30/06/2026,03/06/2025,"['Angola', 'Portugal']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/aurelio-buta/profil/spieler/258039,172.0
Hiroki Sekine,1137808,Stade Reims,Right-Back,,11/08/2002 (23),23,1.87,Japan,€1.20m,12/01/2025,30/06/2029,03/06/2025,['Japan'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/hiroki-sekine/profil/spieler/1137808,187.0
Maxime Busi,570817,Stade Reims,Right-Back,"                0
0  Right Midfield
1     Centre-Back",14/10/1999 (26),26,1.82,Belgium,€800k,01/07/2022,30/06/2026,13/10/2025,['Belgium'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/maxime-busi/profil/spieler/570817,182.0
Mory Gbane,717585,Stade Reims,Defensive Midfield,"             0
0  Centre-Back",25/12/2000 (24),24,1.88,Cote d'Ivoire,€4.00m,03/02/2025,30/06/2029,03/06/2025,"[""Cote d'Ivoire""]",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/mory-gbane/profil/spieler/717585,188.0
Amadou Koné,1178474,NEOM SC,Defensive Midfield,"                    0
0    Central Midfield
1  Attacking Midfield",14/05/2005 (20),20,1.78,Cote d'Ivoire,€4.00m,03/07/2025,30/06/2029,03/06/2025,"[""Cote d'Ivoire"", 'Mali']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/amadou-kone/profil/spieler/1178474,178.0
Mohamed Bamba,1178475,Gil Vicente,Defensive Midfield,,08/10/2004 (21),21,1.88,Cote d'Ivoire,€3.00m,03/02/2025,30/06/2026,30/05/2025,"[""Cote d'Ivoire""]",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/mohamed-bamba/profil/spieler/1178475,188.0
Marshall Munetsi,414908,Wolves,Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",22/06/1996 (29),29,1.88,Zimbabwe,€15.00m,03/02/2025,30/06/2028,30/05/2025,['Zimbabwe'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/marshall-munetsi/profil/spieler/414908,188.0
Valentin Atangana,923759,Al-Ahli,Central Midfield,"                    0
0  Defensive Midfield",25/08/2005 (20),20,1.76,France,€10.00m,06/09/2025,30/06/2028,03/06/2025,"['France', 'Cameroon']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/valentin-atangana/profil/spieler/923759,176.0
Yaya Fofana,1044893,Stade Reims,Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",12/06/2004 (21),21,1.8,Cote d'Ivoire,€3.00m,01/07/2024,30/06/2029,13/10/2025,"[""Cote d'Ivoire"", 'Mali']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/yaya-fofana/profil/spieler/1044893,180.0
Teddy Teuma,409153,Stade Reims,Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",30/09/1993 (32),32,1.76,Malta,€3.00m,07/07/2023,30/06/2027,03/06/2025,"['France', 'Malta']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/teddy-teuma/profil/spieler/409153,176.0
John Patrick,841121,Stade Reims,Central Midfield,"                0
0    Right Winger
1  Centre-Forward",24/09/2003 (22),22,1.92,Ireland,€1.00m,15/01/2025,30/06/2029,13/10/2025,"['Spain', 'Ireland']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/john-patrick/profil/spieler/841121,192.0
Martin Adeline,814976,Troyes,Central Midfield,"                    0
0  Attacking Midfield",02/12/2003 (21),21,1.8,France,€2.00m,30/08/2024,30/06/2027,13/10/2025,['France'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/martin-adeline/profil/spieler/814976,180.0
