player_name,player_id,team_name,position,other_positions,date_of_birth,age,height_m,nationality,market_value,joined,contract_expires,Value last updated,Citizenship,Last club,Since,Market value history,Transfer history,Player URL,height_cm
Jonas Urbig,607720,Bayern Munich,Goalkeeper,,08/08/2003 (22),22,1.89,Germany,€12.00m,27/01/2025,30/06/2029,05/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/jonas-urbig/profil/spieler/607720,189.0
Manuel Neuer,17259,Bayern Munich,Goalkeeper,,27/03/1986 (39),39,1.93,Germany,€4.00m,01/07/2011,30/06/2026,05/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/manuel-neuer/profil/spieler/17259,193.0
Daniel Peretz,468539,Hamburg,Goalkeeper,,10/07/2000 (25),25,1.9,Israel,€2.00m,21/07/2025,30/06/2026,14/10/2025,"['Israel', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/daniel-peretz/profil/spieler/468539,190.0
Max Schmitt,937713,SSV Ulm 1846,Goalkeeper,,18/01/2006 (19),19,1.89,Germany,€600k,01/07/2025,30/06/2026,10/10/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/max-schmitt/profil/spieler/937713,189.0
Sven Ulreich,40680,Bayern Munich,Goalkeeper,,03/08/1988 (37),37,1.92,Germany,€500k,01/07/2021,30/06/2026,05/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/sven-ulreich/profil/spieler/40680,192.0
Anthony Pavlesic,1104725,NK Rudes,Goalkeeper,,31/01/2006 (19),19,1.9,Croatia,€150k,14/08/2025,15/06/2027,24/06/2025,"['Australia', 'Croatia']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/anthony-pavlesic/profil/spieler/1104725,190.0
Leon Klanac,1009439,FC Bayern II,Goalkeeper,,01/03/2007 (18),18,1.85,Germany,€150k,01/07/2025,30/06/2027,05/09/2025,"['Germany', 'Croatia']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/leon-klanac/profil/spieler/1009439,185.0
Dayot Upamecano,344695,Bayern Munich,Centre-Back,,27/10/1998 (27),27,1.86,France,€60.00m,05/07/2021,30/06/2026,14/10/2025,"['France', 'Guinea-Bissau']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/dayot-upamecano/profil/spieler/344695,186.0
Min-jae Kim,503482,Bayern Munich,Centre-Back,,15/11/1996 (29),29,1.9,"Korea, South",€32.00m,18/07/2023,30/06/2028,14/10/2025,"['Korea, South']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/min-jae-kim/profil/spieler/503482,190.0
Jonathan Tah,196357,Bayern Munich,Centre-Back,,11/02/1996 (29),29,1.95,Germany,€30.00m,09/06/2025,30/06/2029,05/06/2025,"['Germany', ""Cote d'Ivoire""]",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/jonathan-tah/profil/spieler/196357,195.0
Hiroki Ito,353892,Bayern Munich,Centre-Back,"                    0
0           Left-Back
1  Defensive Midfield",12/05/1999 (26),26,1.88,Japan,€18.00m,01/07/2024,30/06/2028,14/10/2025,['Japan'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/hiroki-ito/profil/spieler/353892,188.0
Eric Dier,175722,Monaco,Centre-Back,"                    0
0  Defensive Midfield
1          Right-Back",15/01/1994 (31),31,1.91,England,€8.00m,01/07/2025,30/06/2028,05/06/2025,"['England', 'Portugal']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/eric-dier/profil/spieler/175722,191.0
Tarek Buchmann,744729,1.FC Nuremberg,Centre-Back,,28/02/2005 (20),20,1.88,Germany,€500k,05/08/2025,30/06/2026,05/06/2025,"['Togo', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/tarek-buchmann/profil/spieler/744729,188.0
Cassiano Kiala,1259870,FC Bayern U19,Centre-Back,,11/01/2009 (16),16,,Germany,,01/07/2025,30/06/2027,,"['Angola', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/cassiano-kiala/profil/spieler/1259870,
Alphonso Davies,424204,Bayern Munich,Left-Back,"               0
0    Left Winger
1  Left Midfield",02/11/2000 (25),25,1.85,Canada,€50.00m,01/01/2019,30/06/2030,05/06/2025,"['Ghana', 'Canada', 'Liberia']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/alphonso-davies/profil/spieler/424204,185.0
Raphaël Guerreiro,170986,Bayern Munich,Left-Back,"                    0
0  Attacking Midfield
1    Central Midfield",22/12/1993 (31),31,1.7,Portugal,€8.00m,01/07/2023,30/06/2026,05/06/2025,"['France', 'Portugal']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/raphael-guerreiro/profil/spieler/170986,170.0
Adam Aznou,938146,Everton,Left-Back,"             0
0  Left Winger
1   Right-Back",02/06/2006 (19),19,1.78,Morocco,€7.00m,29/07/2025,30/06/2029,17/10/2025,"['Spain', 'Morocco']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/adam-aznou/profil/spieler/938146,178.0
