player_name,player_id,team_name,position,other_positions,date_of_birth,age,height_m,nationality,market_value,joined,contract_expires,Value last updated,Citizenship,Last club,Since,Market value history,Transfer history,Player URL,height_cm
Gianluigi Donnarumma,315858,Man City,Goalkeeper,,25/02/1999 (26),26,1.96,Italy,€40.00m,01/09/2025,30/06/2030,03/06/2025,['Italy'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/gianluigi-donnarumma/profil/spieler/315858,196.0
Arnau Tenas,466783,Villarreal,Goalkeeper,,30/05/2001 (24),24,1.85,Spain,€4.00m,28/08/2025,30/06/2029,02/10/2025,['Spain'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/arnau-tenas/profil/spieler/466783,185.0
Keylor Navas,79422,UNAM Pumas,Goalkeeper,,15/12/1986 (38),38,1.85,Costa Rica,€1.00m,21/07/2025,30/06/2026,02/06/2025,"['Spain', 'Costa Rica']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/keylor-navas/profil/spieler/79422,185.0
Sergio Rico,207302,Al-Gharafa,Goalkeeper,,01/09/1993 (32),32,1.96,Spain,€1.20m,26/09/2024,30/06/2026,28/05/2025,['Spain'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/sergio-rico/profil/spieler/207302,196.0
Alexandre Letellier,93730,Retired,Goalkeeper,,11/12/1990 (34),34,1.93,France,,,,,['France'],PSG,13/10/2025,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/alexandre-letellier/profil/spieler/93730,193.0
Louis Mouquet,810067,Padova,Goalkeeper,,21/07/2004 (21),21,1.87,Portugal,€150k,14/08/2025,30/06/2028,06/10/2025,"['France', 'Portugal']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/louis-mouquet/profil/spieler/810067,187.0
Marquinhos,181767,PSG,Centre-Back,"                    0
0  Defensive Midfield
1          Right-Back",14/05/1994 (31),31,1.83,Brazil,€35.00m,19/07/2013,30/06/2028,03/06/2025,"['Portugal', 'Brazil']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/marquinhos/profil/spieler/181767,183.0
Lucas Beraldo,872171,PSG,Centre-Back,"           0
0  Left-Back",24/11/2003 (22),22,1.86,Brazil,€25.00m,01/01/2024,30/06/2028,03/06/2025,['Brazil'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/lucas-beraldo/profil/spieler/872171,186.0
Milan Škriniar,204069,Fenerbahçe,Centre-Back,,11/02/1995 (30),30,1.88,Slovakia,€12.00m,30/07/2025,30/06/2029,01/10/2025,['Slovakia'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/milan-skriniar/profil/spieler/204069,188.0
Presnel Kimpembe,282041,Qatar SC,Centre-Back,,13/08/1995 (30),30,1.83,France,€5.00m,07/09/2025,30/06/2026,03/06/2025,"['France', 'DR Congo']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/presnel-kimpembe/profil/spieler/282041,183.0
Danilo Pereira,141050,Al-Ittihad,Centre-Back,"                    0
0  Defensive Midfield
1    Central Midfield",09/09/1991 (34),34,1.88,Portugal,€4.50m,02/09/2024,30/06/2026,27/05/2025,"['Portugal', 'Guinea-Bissau']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/danilo-pereira/profil/spieler/141050,188.0
Joane Gadou,1075577,Salzburg,Centre-Back,,17/01/2007 (18),18,1.95,France,€15.00m,03/09/2024,30/06/2029,06/06/2025,"['France', ""Cote d'Ivoire""]",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/joane-gadou/profil/spieler/1075577,195.0
Nuno Mendes,616341,PSG,Left-Back,"               0
0  Left Midfield",19/06/2002 (23),23,1.8,Portugal,€75.00m,01/07/2022,30/06/2029,10/10/2025,['Portugal'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/nuno-mendes/profil/spieler/616341,180.0
Lucas Hernández,281963,PSG,Left-Back,"             0
0  Centre-Back",14/02/1996 (29),29,1.84,France,€25.00m,09/07/2023,30/06/2028,03/06/2025,"['France', 'Spain']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/lucas-hernandez/profil/spieler/281963,184.0
Layvin Kurzawa,126710,Without Club,Left-Back,"               0
0  Left Midfield",04/09/1992 (33),33,1.82,France,€750k,,,21/10/2025,"['France', 'Guadeloupe']",Boavista,01/07/2025,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/layvin-kurzawa/profil/spieler/126710,182.0
