player_name,player_id,team_name,position,other_positions,date_of_birth,age,height_m,nationality,market_value,joined,contract_expires,Value last updated,Citizenship,Last club,Since,Market value history,Transfer history,Player URL,height_cm
Jonas Urbig,607720,Bayern Munich,Goalkeeper,,08/08/2003 (22),22,1.89,Germany,€12.00m,27/01/2025,30/06/2029,05/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/jonas-urbig/profil/spieler/607720,189.0
Manuel Neuer,17259,Bayern Munich,Goalkeeper,,27/03/1986 (39),39,1.93,Germany,€4.00m,01/07/2011,30/06/2026,05/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/manuel-neuer/profil/spieler/17259,193.0
Sven Ulreich,40680,Bayern Munich,Goalkeeper,,03/08/1988 (37),37,1.92,Germany,€500k,01/07/2021,30/06/2026,05/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/sven-ulreich/profil/spieler/40680,192.0
Leon Klanac,1009439,FC Bayern II,Goalkeeper,,01/03/2007 (18),18,1.85,Germany,€150k,01/07/2025,30/06/2027,05/09/2025,"['Germany', 'Croatia']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/leon-klanac/profil/spieler/1009439,185.0
Dayot Upamecano,344695,Bayern Munich,Centre-Back,,27/10/1998 (27),27,1.86,France,€60.00m,05/07/2021,30/06/2026,14/10/2025,"['France', 'Guinea-Bissau']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/dayot-upamecano/profil/spieler/344695,186.0
Min-jae Kim,503482,Bayern Munich,Centre-Back,,15/11/1996 (29),29,1.9,"Korea, South",€32.00m,18/07/2023,30/06/2028,14/10/2025,"['Korea, South']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/min-jae-kim/profil/spieler/503482,190.0
Jonathan Tah,196357,Bayern Munich,Centre-Back,,11/02/1996 (29),29,1.95,Germany,€30.00m,09/06/2025,30/06/2029,05/06/2025,"['Germany', ""Cote d'Ivoire""]",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/jonathan-tah/profil/spieler/196357,195.0
Hiroki Ito,353892,Bayern Munich,Centre-Back,"                    0
0           Left-Back
1  Defensive Midfield",12/05/1999 (26),26,1.88,Japan,€18.00m,01/07/2024,30/06/2028,14/10/2025,['Japan'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/hiroki-ito/profil/spieler/353892,188.0
Alphonso Davies,424204,Bayern Munich,Left-Back,"               0
0    Left Winger
1  Left Midfield",02/11/2000 (25),25,1.85,Canada,€50.00m,01/01/2019,30/06/2030,05/06/2025,"['Ghana', 'Canada', 'Liberia']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/alphonso-davies/profil/spieler/424204,185.0
Raphaël Guerreiro,170986,Bayern Munich,Left-Back,"                    0
0  Attacking Midfield
1    Central Midfield",22/12/1993 (31),31,1.7,Portugal,€8.00m,01/07/2023,30/06/2026,05/06/2025,"['France', 'Portugal']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/raphael-guerreiro/profil/spieler/170986,170.0
Josip Stanisic,483046,Bayern Munich,Right-Back,"             0
0  Centre-Back
1    Left-Back",02/04/2000 (25),25,1.87,Croatia,€32.00m,01/08/2021,30/06/2029,05/06/2025,"['Germany', 'Croatia']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/josip-stanisic/profil/spieler/483046,187.0
Konrad Laimer,223967,Bayern Munich,Right-Back,"                    0
0  Defensive Midfield
1    Central Midfield",27/05/1997 (28),28,1.8,Austria,€25.00m,01/07/2023,30/06/2027,05/06/2025,['Austria'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/konrad-laimer/profil/spieler/223967,180.0
Sacha Boey,475413,Bayern Munich,Right-Back,,13/09/2000 (25),25,1.78,France,€18.00m,28/01/2024,30/06/2028,05/06/2025,['France'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/sacha-boey/profil/spieler/475413,178.0
Aleksandar Pavlovic,792380,Bayern Munich,Defensive Midfield,"                  0
0  Central Midfield",03/05/2004 (21),21,1.88,Germany,€55.00m,01/11/2023,30/06/2029,05/06/2025,"['Serbia', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/aleksandar-pavlovic/profil/spieler/792380,188.0
Joshua Kimmich,161056,Bayern Munich,Defensive Midfield,"                  0
0        Right-Back
1  Central Midfield",08/02/1995 (30),30,1.77,Germany,€45.00m,02/07/2015,30/06/2029,05/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/joshua-kimmich/profil/spieler/161056,177.0
Tom Bischof,822959,Bayern Munich,Central Midfield,"                    0
0  Attacking Midfield
1           Left-Back",28/06/2005 (20),20,1.76,Germany,€30.00m,09/06/2025,30/06/2029,05/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/tom-bischof/profil/spieler/822959,176.0
