player_name,player_id,team_name,position,other_positions,date_of_birth,age,height_m,nationality,market_value,joined,contract_expires,Value last updated,Citizenship,Last club,Since,Market value history,Transfer history,Player URL,height_cm
Manuel Neuer,17259,Bayern Munich,Goalkeeper,,27/03/1986 (39),39,1.93,Germany,€4.00m,01/07/2011,30/06/2026,05/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/manuel-neuer/profil/spieler/17259,193.0
Yann Sommer,42205,Inter,Goalkeeper,,17/12/1988 (36),36,1.83,Switzerland,€4.00m,07/08/2023,30/06/2026,17/06/2025,['Switzerland'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/yann-sommer/profil/spieler/42205,183.0
Sven Ulreich,40680,Bayern Munich,Goalkeeper,,03/08/1988 (37),37,1.92,Germany,€500k,01/07/2021,30/06/2026,05/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/sven-ulreich/profil/spieler/40680,192.0
Johannes Schenk,604326,Pr. Münster,Goalkeeper,,13/01/2003 (22),22,1.91,Germany,€1.80m,01/07/2024,30/06/2027,19/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/johannes-schenk/profil/spieler/604326,191.0
Matthijs de Ligt,326031,Man Utd,Centre-Back,,12/08/1999 (26),26,1.89,Netherlands,€38.00m,13/08/2024,30/06/2029,30/05/2025,['Netherlands'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/matthijs-de-ligt/profil/spieler/326031,189.0
Dayot Upamecano,344695,Bayern Munich,Centre-Back,,27/10/1998 (27),27,1.86,France,€60.00m,05/07/2021,30/06/2026,14/10/2025,"['France', 'Guinea-Bissau']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/dayot-upamecano/profil/spieler/344695,186.0
Benjamin Pavard,353366,Marseille,Centre-Back,"            0
0  Right-Back",28/03/1996 (29),29,1.86,France,€20.00m,01/09/2025,30/06/2026,10/10/2025,['France'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/benjamin-pavard/profil/spieler/353366,186.0
Tanguy Nianzou,538996,Sevilla FC,Centre-Back,"                    0
0  Defensive Midfield",07/06/2002 (23),23,1.91,France,€1.50m,17/08/2022,30/06/2027,09/06/2025,"['France', ""Cote d'Ivoire""]",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/tanguy-nianzou/profil/spieler/538996,191.0
Daley Blind,12282,Girona,Centre-Back,"                    0
0           Left-Back
1  Defensive Midfield",09/03/1990 (35),35,1.8,Netherlands,€1.50m,07/07/2023,30/06/2026,09/06/2025,['Netherlands'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/daley-blind/profil/spieler/12282,180.0
Justin Janitzek,639580,Wehen Wiesbaden,Centre-Back,"           0
0  Left-Back",10/02/2004 (21),21,1.92,Germany,€300k,01/07/2024,30/06/2027,10/10/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/justin-janitzek/profil/spieler/639580,192.0
Liam Morrison,567114,QPR,Centre-Back,,07/04/2003 (22),22,1.83,Scotland,€800k,05/07/2024,30/06/2026,06/10/2025,['Scotland'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/liam-morrison/profil/spieler/567114,183.0
Gabriel Marusic,604322,A. Salzburg,Centre-Back,"           0
0  Left-Back",03/03/2003 (22),22,1.86,Croatia,€175k,29/07/2025,30/06/2026,22/09/2025,"['Germany', 'Croatia']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/gabriel-marusic/profil/spieler/604322,186.0
Alphonso Davies,424204,Bayern Munich,Left-Back,"               0
0    Left Winger
1  Left Midfield",02/11/2000 (25),25,1.85,Canada,€50.00m,01/01/2019,30/06/2030,05/06/2025,"['Ghana', 'Canada', 'Liberia']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/alphonso-davies/profil/spieler/424204,185.0
Lucas Hernández,281963,PSG,Left-Back,"             0
0  Centre-Back",14/02/1996 (29),29,1.84,France,€25.00m,09/07/2023,30/06/2028,03/06/2025,"['France', 'Spain']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/lucas-hernandez/profil/spieler/281963,184.0
João Cancelo,182712,Al-Hilal,Right-Back,"                0
0       Left-Back
1  Right Midfield",27/05/1994 (31),31,1.82,Portugal,€15.00m,27/08/2024,30/06/2027,27/05/2025,['Portugal'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/joao-cancelo/profil/spieler/182712,182.0
Noussair Mazraoui,340456,Man Utd,Right-Back,"             0
0  Centre-Back
1    Left-Back",14/11/1997 (28),28,1.83,Morocco,€25.00m,13/08/2024,30/06/2028,30/05/2025,"['Netherlands', 'Morocco']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/noussair-mazraoui/profil/spieler/340456,183.0
Josip Stanisic,483046,Bayern Munich,Right-Back,"             0
0  Centre-Back
1    Left-Back",02/04/2000 (25),25,1.87,Croatia,€32.00m,01/08/2021,30/06/2029,05/06/2025,"['Germany', 'Croatia']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/josip-stanisic/profil/spieler/483046,187.0
Bouna Sarr,190685,Without Club,Right-Back,"                0
0  Right Midfield
1    Right Winger",31/01/1992 (33),33,1.78,Senegal,€400k,,,21/10/2025,"['France', 'Senegal']",Bayern Munich,01/07/2024,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/bouna-sarr/profil/spieler/190685,178.0
Joshua Kimmich,161056,Bayern Munich,Defensive Midfield,"                  0
0        Right-Back
1  Central Midfield",08/02/1995 (30),30,1.77,Germany,€45.00m,02/07/2015,30/06/2029,05/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/joshua-kimmich/profil/spieler/161056,177.0
Ryan Gravenberch,478573,Liverpool,Defensive Midfield,"                  0
0  Central Midfield",16/05/2002 (23),23,1.9,Netherlands,€90.00m,01/09/2023,30/06/2028,17/10/2025,"['Netherlands', 'Suriname']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/ryan-gravenberch/profil/spieler/478573,190.0
Aleksandar Pavlovic,792380,Bayern Munich,Defensive Midfield,"                  0
0  Central Midfield",03/05/2004 (21),21,1.88,Germany,€55.00m,01/11/2023,30/06/2029,05/06/2025,"['Serbia', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/aleksandar-pavlovic/profil/spieler/792380,188.0
Leon Goretzka,153084,Bayern Munich,Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",06/02/1995 (30),30,1.89,Germany,€22.00m,01/07/2018,30/06/2026,05/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/leon-goretzka/profil/spieler/153084,189.0
