player_name,player_id,team_name,position,other_positions,date_of_birth,age,height_m,nationality,market_value,joined,contract_expires,Value last updated,Citizenship,Last club,Since,Market value history,Transfer history,Player URL,height_cm
Julián Malatini,830108,Werder Bremen,Centre-Back,"            0
0  Right-Back",31/05/2001 (24),24,1.91,Argentina,€2.50m,16/01/2024,-,05/06/2025,['Argentina'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/julian-malatini/profil/spieler/830108,191.0
Anthony Jung,58995,Freiburg,Centre-Back,"               0
0      Left-Back
1  Left Midfield",03/11/1991 (34),34,1.86,Germany,€1.00m,01/07/2025,-,05/06/2025,"['Spain', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/anthony-jung/profil/spieler/58995,186.0
Cimo Röcker,117482,W. Bremen II,Centre-Back,"                    0
0           Left-Back
1  Defensive Midfield",21/01/1994 (31),31,1.86,Germany,€75k,01/07/2023,30/06/2026,24/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/cimo-rocker/profil/spieler/117482,186.0
Olivier Deman,621802,Werder Bremen,Left-Back,"               0
0  Left Midfield
1    Left Winger",06/04/2000 (25),25,1.81,Belgium,€3.00m,31/08/2023,30/06/2028,12/06/2025,['Belgium'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/olivier-deman/profil/spieler/621802,181.0
Felix Agu,393512,Werder Bremen,Left-Back,"               0
0  Left Midfield
1     Right-Back",27/09/1999 (26),26,1.8,Nigeria,€8.00m,01/07/2020,30/06/2027,05/06/2025,"['Germany', 'Nigeria']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/felix-agu/profil/spieler/393512,180.0
Mitchell Weiser,119211,Werder Bremen,Right-Back,"                0
0  Right Midfield
1    Right Winger",21/04/1994 (31),31,1.77,Germany,€5.00m,15/07/2022,-,05/06/2025,"['Algeria', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/mitchell-weiser/profil/spieler/119211,177.0
Senne Lynen,338668,Werder Bremen,Defensive Midfield,"                    0
0    Central Midfield
1  Attacking Midfield",19/02/1999 (26),26,1.85,Belgium,€9.00m,08/08/2023,-,05/06/2025,['Belgium'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/senne-lynen/profil/spieler/338668,185.0
Ilia Gruev,381753,Leeds,Defensive Midfield,"                  0
0  Central Midfield",06/05/2000 (25),25,1.85,Bulgaria,€8.00m,31/08/2023,30/06/2027,17/10/2025,"['Germany', 'Bulgaria']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/ilia-gruev/profil/spieler/381753,185.0
Skelly Alvero,855134,Werder Bremen,Defensive Midfield,"                  0
0  Central Midfield",04/05/2002 (23),23,2.02,France,€2.50m,01/07/2024,30/06/2028,05/06/2025,"['France', 'Angola']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/skelly-alvero/profil/spieler/855134,202.0
Nicolai Rapp,185427,Karlsruher SC,Defensive Midfield,"                  0
0       Centre-Back
1  Central Midfield",13/12/1996 (28),28,1.86,Germany,€1.00m,23/01/2024,-,19/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/nicolai-rapp/profil/spieler/185427,186.0
Christian Groß,58396,Retired,Defensive Midfield,"                  0
0       Centre-Back
1  Central Midfield",08/02/1989 (36),36,1.82,Germany,,,,,['Germany'],Werder Bremen,01/07/2024,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/christian-gross/profil/spieler/58396,182.0
Jens Stage,289835,Werder Bremen,Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",08/11/1996 (29),29,1.87,Denmark,€14.00m,01/07/2022,-,05/06/2025,['Denmark'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/jens-stage/profil/spieler/289835,187.0
Leonardo Bittencourt,93844,Werder Bremen,Central Midfield,"                    0
0  Attacking Midfield
1        Right Winger",19/12/1993 (31),31,1.71,Germany,€1.50m,15/07/2020,30/06/2026,05/06/2025,"['Germany', 'Brazil']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/leonardo-bittencourt/profil/spieler/93844,171.0
Naby Keïta,302215,Ferencváros,Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",10/02/1995 (30),30,1.72,Guinea,€1.00m,15/01/2025,31/12/2025,28/05/2025,['Guinea'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/naby-keita/profil/spieler/302215,172.0
Jakob Löpping,681740,Panthers,Central Midfield,"                    0
0      Right Midfield
1  Attacking Midfield",20/06/2003 (22),22,1.78,Germany,,01/08/2025,-,,"['Germany', 'Switzerland']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/jakob-lopping/profil/spieler/681740,178.0
Romano Schmid,346853,Werder Bremen,Attacking Midfield,"                  0
0  Central Midfield
1     Left Midfield",27/01/2000 (25),25,1.68,Austria,€17.00m,03/01/2019,30/06/2027,05/06/2025,['Austria'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/romano-schmid/profil/spieler/346853,168.0
Isak Hansen-Aarøen,670116,Werder Bremen,Attacking Midfield,"                  0
0  Central Midfield
1      Right Winger",22/08/2004 (21),21,1.73,Norway,€1.00m,01/02/2024,30/06/2027,16/06/2025,['Norway'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/isak-hansen-aaroen/profil/spieler/670116,173.0
Leon Opitz,825073,Karlsruher SC,Attacking Midfield,"                  0
0       Left Winger
1  Central Midfield",11/04/2005 (20),20,1.83,Germany,€600k,31/08/2025,30/06/2026,05/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/leon-opitz/profil/spieler/825073,183.0
Kein Sato,948548,FC Tokyo,Left Winger,"                0
0    Right Winger
1  Second Striker",11/07/2001 (24),24,1.79,Japan,€375k,28/01/2025,30/06/2028,29/05/2025,['Japan'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/kein-sato/profil/spieler/948548,179.0
Justin Njinmah,596153,Werder Bremen,Right Winger,"                0
0  Centre-Forward
1     Left Winger",15/11/2000 (25),25,1.85,Germany,€7.00m,05/01/2022,30/06/2027,05/06/2025,"['Germany', 'Nigeria']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/justin-njinmah/profil/spieler/596153,185.0
Marvin Ducksch,125103,Birmingham,Centre-Forward,"                0
0  Second Striker",07/03/1994 (31),31,1.88,Germany,€3.00m,07/08/2025,30/06/2028,06/10/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/marvin-ducksch/profil/spieler/125103,188.0
Rafael Borré,323831,Internacional,Centre-Forward,"                0
0  Second Striker",15/09/1995 (30),30,1.74,Colombia,€6.00m,05/03/2024,31/12/2028,05/09/2025,['Colombia'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/rafael-borre/profil/spieler/323831,174.0
Nick Woltemade,455661,Newcastle,Centre-Forward,"                0
0  Second Striker",14/02/2002 (23),23,1.98,Germany,€65.00m,30/08/2025,01/07/2031,17/10/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/nick-woltemade/profil/spieler/455661,198.0
Dawid Kownacki,208167,Hertha BSC,Centre-Forward,,14/03/1997 (28),28,1.86,Poland,€2.50m,21/07/2025,30/06/2026,19/06/2025,['Poland'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/dawid-kownacki/profil/spieler/208167,186.0
Oliver Burke,341317,Union Berlin,Centre-Forward,"                0
0    Right Winger
1  Second Striker",07/04/1997 (28),28,1.88,Scotland,€4.00m,01/07/2025,30/06/2029,14/10/2025,['Scotland'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/oliver-burke/profil/spieler/341317,188.0
Joel Imasuen,797563,W. Bremen II,Centre-Forward,,27/10/2004 (21),21,1.93,United States,€175k,01/07/2023,30/06/2026,24/06/2025,"['United States', 'Nigeria']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/joel-imasuen/profil/spieler/797563,193.0
Marvin Schwäbe,160929,1.FC Köln,Goalkeeper,,25/04/1995 (30),30,1.9,Germany,€3.00m,01/07/2021,30/06/2027,14/10/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/marvin-schwabe/profil/spieler/160929,190.0
Philipp Pentke,8246,Without Club,Goalkeeper,,01/05/1985 (40),40,1.91,Germany,€100k,,,21/10/2025,"['Germany', 'East Germany (GDR)']",1.FC Köln,01/07/2025,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/philipp-pentke/profil/spieler/8246,191.0
Jonas Nickisch,665971,Saarbrücken,Goalkeeper,,21/05/2004 (21),21,1.91,Germany,€175k,01/07/2025,30/06/2026,23/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/jonas-nickisch/profil/spieler/665971,191.0
Matthias Köbbing,227089,1.FC Köln,Goalkeeper,,28/05/1997 (28),28,1.96,Germany,€100k,01/01/2022,30/06/2027,19/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/matthias-kobbing/profil/spieler/227089,196.0
Jeff Chabot,303219,Stuttgart,Centre-Back,,12/02/1998 (27),27,1.95,Germany,€15.00m,01/07/2024,30/06/2028,14/10/2025,"['France', 'Germany']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/jeff-chabot/profil/spieler/303219,195.0
Timo Hübers,236981,1.FC Köln,Centre-Back,,20/07/1996 (29),29,1.9,Germany,€3.00m,01/07/2021,30/06/2026,19/06/2025,['Germany'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/timo-hubers/profil/spieler/236981,190.0
