player_name,player_id,team_name,position,other_positions,date_of_birth,age,height_m,nationality,market_value,joined,contract_expires,Value last updated,Citizenship,Last club,Since,Market value history,Transfer history,Player URL,height_cm
Lucas Chevalier,463600,PSG,Goalkeeper,,06/11/2001 (24),24,1.89,France,€40.00m,09/08/2025,30/06/2030,10/10/2025,['France'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/lucas-chevalier/profil/spieler/463600,189.0
Matvey Safonov,318470,PSG,Goalkeeper,,25/02/1999 (26),26,1.92,Russia,€18.00m,01/07/2024,30/06/2029,10/10/2025,['Russia'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/matvey-safonov/profil/spieler/318470,192.0
Renato Marin,1041614,PSG,Goalkeeper,,10/07/2006 (19),19,1.9,Italy,€500k,17/07/2025,30/06/2030,17/06/2025,"['Italy', 'Brazil']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/renato-marin/profil/spieler/1041614,190.0
Willian Pacho,661171,PSG,Centre-Back,,16/10/2001 (24),24,1.88,Ecuador,€65.00m,09/08/2024,30/06/2029,03/06/2025,['Ecuador'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/willian-pacho/profil/spieler/661171,188.0
Ilya Zabarnyi,659089,PSG,Centre-Back,,01/09/2002 (23),23,1.89,Ukraine,€55.00m,12/08/2025,30/06/2030,10/10/2025,['Ukraine'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/ilya-zabarnyi/profil/spieler/659089,189.0
Marquinhos,181767,PSG,Centre-Back,"                    0
0  Defensive Midfield
1          Right-Back",14/05/1994 (31),31,1.83,Brazil,€35.00m,19/07/2013,30/06/2028,03/06/2025,"['Portugal', 'Brazil']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/marquinhos/profil/spieler/181767,183.0
Lucas Beraldo,872171,PSG,Centre-Back,"           0
0  Left-Back",24/11/2003 (22),22,1.86,Brazil,€25.00m,01/01/2024,30/06/2028,03/06/2025,['Brazil'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/lucas-beraldo/profil/spieler/872171,186.0
Noham Kamara,1275040,PSG,Centre-Back,,22/01/2007 (18),18,1.85,France,€1.00m,01/07/2025,30/06/2028,10/10/2025,"['France', 'Senegal']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/noham-kamara/profil/spieler/1275040,185.0
Nuno Mendes,616341,PSG,Left-Back,"               0
0  Left Midfield",19/06/2002 (23),23,1.8,Portugal,€75.00m,01/07/2022,30/06/2029,10/10/2025,['Portugal'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/nuno-mendes/profil/spieler/616341,180.0
Lucas Hernández,281963,PSG,Left-Back,"             0
0  Centre-Back",14/02/1996 (29),29,1.84,France,€25.00m,09/07/2023,30/06/2028,03/06/2025,"['France', 'Spain']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/lucas-hernandez/profil/spieler/281963,184.0
Achraf Hakimi,398073,PSG,Right-Back,"                0
0  Right Midfield
1       Left-Back",04/11/1998 (27),27,1.81,Morocco,€80.00m,06/07/2021,30/06/2029,03/06/2025,"['Spain', 'Morocco']",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073,181.0
Vitinha,487469,PSG,Defensive Midfield,"                    0
0    Central Midfield
1  Attacking Midfield",13/02/2000 (25),25,1.72,Portugal,€90.00m,01/07/2022,30/06/2029,10/10/2025,['Portugal'],,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",https://www.transfermarkt.com/vitinha/profil/spieler/487469,172.0
