Player,Squad,Liga,Season,Fls,Off,Crosses,Recov,Aerialwon%
alberto moleiro,las palmas,La-Liga,2024-2025,31,2,32,132,0.185
nahuel molina,atletico madrid,La-Liga,2024-2025,13,4,55,66,0.455
jon moncayola,osasuna,La-Liga,2024-2025,34,0,107,91,0.484
gonzalo montiel,sevilla,La-Liga,2024-2025,3,0,3,4,1.0
gerard moreno,villarreal,La-Liga,2024-2025,10,1,10,25,0.81
xavier moreno,valladolid,La-Liga,2024-2025,0,0,2,1,1.0
mateu morey,mallorca,La-Liga,2024-2025,17,1,16,41,0.5710000000000001
ilaix moriba,celta vigo,La-Liga,2024-2025,32,2,6,108,0.49
manu morlanes,mallorca,La-Liga,2024-2025,15,0,8,79,0.385
raul moro,valladolid,La-Liga,2024-2025,4,12,149,85,0.33299999999999996
cristhian mosquera,valencia,La-Liga,2024-2025,14,0,2,190,0.446
santiago mourino,alaves,La-Liga,2024-2025,32,1,4,85,0.5760000000000001
abdul mumin,rayo vallecano,La-Liga,2024-2025,22,0,6,93,0.5539999999999999
aihen munoz,real sociedad,La-Liga,2024-2025,15,0,35,43,0.575
alex munoz,las palmas,La-Liga,2024-2025,30,2,27,35,0.5329999999999999
iker munoz,osasuna,La-Liga,2024-2025,12,0,7,28,0.455
javier munoz,las palmas,La-Liga,2024-2025,30,2,51,112,0.366
victor munoz,real madrid,La-Liga,2024-2025,2,0,2,1,
vedat muriqi,mallorca,La-Liga,2024-2025,29,19,10,49,0.579
juan musso,atletico madrid,La-Liga,2024-2025,0,0,0,2,
matija nastasic,leganes,La-Liga,2024-2025,15,2,0,50,0.696
natan,betis,La-Liga,2024-2025,19,0,2,75,0.684
pau navarro,villarreal,La-Liga,2024-2025,10,0,2,46,0.391
roberto navarro,mallorca,La-Liga,2024-2025,14,2,29,94,0.35700000000000004
jesus navas,sevilla,La-Liga,2024-2025,1,3,33,10,0.5
yvan neyou,leganes,La-Liga,2024-2025,33,0,15,121,0.537
tanguy nianzou,sevilla,La-Liga,2024-2025,10,0,0,9,0.895
saul niguez,sevilla,La-Liga,2024-2025,44,1,19,86,0.5479999999999999
tamas nikitscher,valladolid,La-Liga,2024-2025,18,0,1,34,0.625
adrian nino,atletico madrid,La-Liga,2024-2025,0,0,0,0,0.0
hugo novoa,alaves,La-Liga,2024-2025,1,2,7,9,0.111
randy nteka,rayo vallecano,La-Liga,2024-2025,39,16,4,26,0.446
unai nunez,athletic club,La-Liga,2024-2025,10,1,0,28,0.52
rjan nyland,sevilla,La-Liga,2024-2025,1,0,0,28,1.0
allan nyom,getafe,La-Liga,2024-2025,18,0,15,32,0.33299999999999996
jan oblak,atletico madrid,La-Liga,2024-2025,0,0,0,29,1.0
lucas ocampos,sevilla,La-Liga,2024-2025,3,0,4,6,0.429
alvaro odriozola,real sociedad,La-Liga,2024-2025,2,0,1,2,1.0
thiago ojeda,villarreal,La-Liga,2024-2025,1,0,1,0,
aingeru olabarrieta,athletic club,La-Liga,2024-2025,1,0,4,4,1.0
olasagasti,real sociedad,La-Liga,2024-2025,15,0,10,42,0.353
brian olivan,espanyol,La-Liga,2024-2025,13,3,55,28,0.231
lucas oliveira rosa,valladolid,La-Liga,2024-2025,35,1,36,87,0.643
dani olmo,barcelona,La-Liga,2024-2025,21,1,21,46,0.5
aimar oroz,osasuna,La-Liga,2024-2025,28,5,29,164,0.45
angel ortiz,betis,La-Liga,2024-2025,6,0,19,16,0.41700000000000004
gabriel osei misehouy,girona,La-Liga,2024-2025,1,2,6,11,0.0
david otorbi,valencia,La-Liga,2024-2025,0,0,0,0,
jesus owono,alaves,La-Liga,2024-2025,1,0,0,3,
mikel oyarzabal,real sociedad,La-Liga,2024-2025,14,18,10,48,0.305
cenk ozkacar,valladolid,La-Liga,2024-2025,5,0,0,30,0.423
jon pacheco,real sociedad,La-Liga,2024-2025,18,0,0,35,0.528
alex padilla,athletic club,La-Liga,2024-2025,0,0,0,4,1.0
isaac palazon camacho,rayo vallecano,La-Liga,2024-2025,39,3,111,102,0.31
aitor paredes,athletic club,La-Liga,2024-2025,23,0,1,62,0.508
daniel parejo,villarreal,La-Liga,2024-2025,20,1,37,142,0.727
iago parente,valladolid,La-Liga,2024-2025,0,0,1,1,
alvaro pascual,sevilla,La-Liga,2024-2025,11,1,3,12,0.39299999999999996
alfonso pedraza,villarreal,La-Liga,2024-2025,4,0,26,18,0.7140000000000001
pedri,barcelona,La-Liga,2024-2025,10,2,58,254,0.5379999999999999
adria pedrosa,sevilla,La-Liga,2024-2025,38,3,97,100,0.282
pejino,las palmas,La-Liga,2024-2025,1,0,1,2,
andy pelmard,las palmas,La-Liga,2024-2025,2,0,2,4,0.5
inaki pena,barcelona,La-Liga,2024-2025,0,0,0,65,1.0
ruben pena,osasuna,La-Liga,2024-2025,12,0,52,33,0.318
nicolas pepe,villarreal,La-Liga,2024-2025,20,8,44,53,0.47100000000000003
peque,sevilla,La-Liga,2024-2025,22,2,10,41,0.235
ayoze perez,villarreal,La-Liga,2024-2025,22,6,15,56,0.289
carles perez,getafe,La-Liga,2024-2025,44,1,42,50,0.325
francisco perez,valencia,La-Liga,2024-2025,6,0,27,27,0.41700000000000004
kike perez,valladolid,La-Liga,2024-2025,32,1,33,60,0.444
luis perez,valladolid,La-Liga,2024-2025,13,3,105,77,0.306
romain perraud,betis,La-Liga,2024-2025,26,5,71,95,0.34600000000000003
valentin pezzolesi,las palmas,La-Liga,2024-2025,0,0,0,1,
pica,alaves,La-Liga,2024-2025,6,0,2,13,0.621
yeremi pino,villarreal,La-Liga,2024-2025,49,15,47,93,0.429
portu,girona,La-Liga,2024-2025,14,7,26,24,0.455
benat prados,athletic club,La-Liga,2024-2025,40,0,9,91,0.569
abdon prats,mallorca,La-Liga,2024-2025,6,2,0,13,0.373
javi puado,espanyol,La-Liga,2024-2025,22,6,27,105,0.231
dani raba,leganes,La-Liga,2024-2025,40,9,90,90,0.25
arnau rafus,valladolid,La-Liga,2024-2025,0,0,0,3,
antonio raillo,mallorca,La-Liga,2024-2025,50,2,3,104,0.611
benito ramirez,las palmas,La-Liga,2024-2025,5,0,39,32,0.267
sandro ramirez,las palmas,La-Liga,2024-2025,26,5,122,93,0.429
jacobo ramon,real madrid,La-Liga,2024-2025,2,0,0,5,0.5329999999999999
raphinha,barcelona,La-Liga,2024-2025,11,10,215,94,0.6
andrei ratiu,rayo vallecano,La-Liga,2024-2025,24,5,77,169,0.377
raul,osasuna,La-Liga,2024-2025,11,6,6,14,0.47600000000000003
abde rebbach,alaves,La-Liga,2024-2025,5,2,17,16,0.083
alex remiro,real sociedad,La-Liga,2024-2025,0,0,0,64,1.0
daniel requena,villarreal,La-Liga,2024-2025,1,0,0,0,
diego rico,getafe,La-Liga,2024-2025,38,3,148,132,0.578
luis rioja,alaves,La-Liga,2024-2025,1,0,6,1,
luis rioja,valencia,La-Liga,2024-2025,18,11,203,111,0.405
rodrigo riquelme,atletico madrid,La-Liga,2024-2025,8,4,34,21,0.5
alberto risco,getafe,La-Liga,2024-2025,1,0,4,5,0.25
mihailo ristic,celta vigo,La-Liga,2024-2025,8,0,13,17,0.25
gorka rivera alonso,getafe,La-Liga,2024-2025,1,0,0,1,0.0
marc roca,betis,La-Liga,2024-2025,16,0,10,51,0.278
rodri,betis,La-Liga,2024-2025,2,1,6,10,0.0
adrian rodriguez,alaves,La-Liga,2024-2025,0,0,0,0,
alvaro rodriguez,getafe,La-Liga,2024-2025,30,6,5,31,0.5529999999999999
oscar rodriguez arnaiz,leganes,La-Liga,2024-2025,19,1,55,56,0.33299999999999996
arturo rodriguez,las palmas,La-Liga,2024-2025,0,0,2,1,0.0
damian rodriguez,celta vigo,La-Liga,2024-2025,13,0,30,49,0.0
dani rodriguez,mallorca,La-Liga,2024-2025,51,8,116,70,0.42200000000000004
daniel rodriguez,barcelona,La-Liga,2024-2025,0,0,3,0,
james rodriguez,rayo vallecano,La-Liga,2024-2025,2,3,13,8,0.4
javi rodriguez,celta vigo,La-Liga,2024-2025,37,0,4,87,0.5329999999999999
jesus rodriguez,betis,La-Liga,2024-2025,17,2,18,58,0.273
kirian rodriguez,las palmas,La-Liga,2024-2025,9,0,18,100,0.433
ricardo rodriguez,betis,La-Liga,2024-2025,12,0,15,55,0.614
rodrygo,real madrid,La-Liga,2024-2025,8,1,81,71,0.304
leo roman,mallorca,La-Liga,2024-2025,0,0,0,8,
carlos romero,espanyol,La-Liga,2024-2025,34,1,92,125,0.368
isaac romero,sevilla,La-Liga,2024-2025,38,11,18,59,0.363
luka romero,alaves,La-Liga,2024-2025,3,1,10,9,0.33299999999999996
oriol romeu,girona,La-Liga,2024-2025,28,0,8,71,0.419
vitor roque,betis,La-Liga,2024-2025,30,5,6,35,0.341
valentin rosier,leganes,La-Liga,2024-2025,44,8,39,121,0.605
antonio rudiger,real madrid,La-Liga,2024-2025,15,2,4,102,0.593
aitor ruibal,betis,La-Liga,2024-2025,10,2,32,71,0.35
abel ruiz,girona,La-Liga,2024-2025,7,5,4,21,0.321
ferran ruiz,girona,La-Liga,2024-2025,0,0,0,1,0.0
youssouf sabaly,betis,La-Liga,2024-2025,18,1,31,87,0.409
umar sadiq,valencia,La-Liga,2024-2025,29,13,0,14,0.5479999999999999
umar sadiq,real sociedad,La-Liga,2024-2025,8,5,2,5,0.45
jorge saenz,leganes,La-Liga,2024-2025,30,1,0,58,0.519
jan salas,mallorca,La-Liga,2024-2025,0,0,1,2,1.0
kike salas,sevilla,La-Liga,2024-2025,21,0,9,95,0.7
albert sambi lokonga,sevilla,La-Liga,2024-2025,22,0,2,69,0.667
chuky san jose,valladolid,La-Liga,2024-2025,3,4,24,20,0.16699999999999998
oihan sancet,athletic club,La-Liga,2024-2025,16,5,18,77,0.48
antonio sanchez,mallorca,La-Liga,2024-2025,24,4,33,77,0.273
ivan sanchez,valladolid,La-Liga,2024-2025,15,3,114,59,0.5
javi sanchez,valladolid,La-Liga,2024-2025,19,0,0,57,0.523
juanlu sanchez,sevilla,La-Liga,2024-2025,18,1,40,66,0.5
manu sanchez,alaves,La-Liga,2024-2025,56,1,78,105,0.2
maroan sannadi,athletic club,La-Liga,2024-2025,20,7,6,24,0.452
yellu santiago,getafe,La-Liga,2024-2025,14,0,3,21,0.16699999999999998
aleksandar sedlar,alaves,La-Liga,2024-2025,9,0,0,18,0.6
sergi,leganes,La-Liga,2024-2025,30,7,1,80,0.521
nicolas serrano,athletic club,La-Liga,2024-2025,2,0,13,3,0.0
fabio silva,las palmas,La-Liga,2024-2025,39,20,21,48,0.495
rui silva,betis,La-Liga,2024-2025,1,0,0,25,1.0
giuliano simeone,atletico madrid,La-Liga,2024-2025,23,7,49,72,0.324
unai simon,athletic club,La-Liga,2024-2025,0,0,0,33,1.0
daley sinkgraven,las palmas,La-Liga,2024-2025,2,0,4,6,1.0
jailson siqueira,celta vigo,La-Liga,2024-2025,4,0,1,32,0.514
antonio sivera,alaves,La-Liga,2024-2025,4,0,0,21,0.833
justin smith,espanyol,La-Liga,2024-2025,5,0,1,8,1.0
alex sola,getafe,La-Liga,2024-2025,24,7,18,47,0.391
arnau sola,villarreal,La-Liga,2024-2025,1,0,0,0,
jhon solis,girona,La-Liga,2024-2025,9,0,3,27,0.375
david soria,getafe,La-Liga,2024-2025,0,0,0,28,1.0
juan soriano,leganes,La-Liga,2024-2025,0,0,0,5,
hugo sotelo,celta vigo,La-Liga,2024-2025,19,1,50,71,0.16699999999999998
djibril sow,sevilla,La-Liga,2024-2025,23,0,9,110,0.511
carl starfelt,celta vigo,La-Liga,2024-2025,21,0,0,77,0.541
orri steinn oskarsson,real sociedad,La-Liga,2024-2025,7,10,7,15,0.36
stoichkov,alaves,La-Liga,2024-2025,9,5,13,44,0.25
cristhian stuani,girona,La-Liga,2024-2025,35,11,2,14,0.564
alex suarez,las palmas,La-Liga,2024-2025,27,1,1,68,0.342
denis suarez,villarreal,La-Liga,2024-2025,1,0,25,25,0.14300000000000002
luka sucic,real sociedad,La-Liga,2024-2025,11,3,18,109,0.51
suso,sevilla,La-Liga,2024-2025,6,2,59,31,0.28600000000000003
williot swedberg,celta vigo,La-Liga,2024-2025,21,7,18,46,0.348
mamadou sylla,valladolid,La-Liga,2024-2025,16,13,9,35,0.414
wojciech szczesny,barcelona,La-Liga,2024-2025,1,0,0,52,
alexander srloth,atletico madrid,La-Liga,2024-2025,26,8,5,41,0.662
renato tapia,leganes,La-Liga,2024-2025,38,0,12,155,0.5710000000000001
cesar tarrega,valencia,La-Liga,2024-2025,56,0,1,104,0.584
aurelien tchouameni,real madrid,La-Liga,2024-2025,26,0,12,143,0.733
alvaro tejero,espanyol,La-Liga,2024-2025,14,1,113,64,0.455
martin tejon,valencia,La-Liga,2024-2025,1,0,1,4,0.0
nahuel tenaglia,alaves,La-Liga,2024-2025,37,2,85,117,0.469
marcandre ter stegen,barcelona,La-Liga,2024-2025,0,0,0,14,1.0
ramon terrats,villarreal,La-Liga,2024-2025,2,0,5,11,0.6
ramon terrats,getafe,La-Liga,2024-2025,13,4,35,53,0.519
raul de tomas,rayo vallecano,La-Liga,2024-2025,1,0,0,2,
pablo torre,barcelona,La-Liga,2024-2025,4,1,13,15,0.14300000000000002
david torres,valladolid,La-Liga,2024-2025,13,0,3,27,0.488
ferran torres,barcelona,La-Liga,2024-2025,5,6,17,27,0.35700000000000004
lucas torro,osasuna,La-Liga,2024-2025,75,1,1,172,0.7040000000000001
hamari traore,real sociedad,La-Liga,2024-2025,12,0,9,29,0.5
oscar trejo,rayo vallecano,La-Liga,2024-2025,17,1,7,25,0.41700000000000004
viktor tsyhankov,girona,La-Liga,2024-2025,14,4,124,69,0.33299999999999996
benat turrientes,real sociedad,La-Liga,2024-2025,13,0,19,45,0.35700000000000004
christantus uche,getafe,La-Liga,2024-2025,55,19,22,110,0.423
naci unuvar,espanyol,La-Liga,2024-2025,0,1,2,3,
oscar valentin,rayo vallecano,La-Liga,2024-2025,57,0,2,109,0.45799999999999996
german valera,valencia,La-Liga,2024-2025,2,0,6,4,0.33299999999999996
martin valjent,mallorca,La-Liga,2024-2025,15,0,11,102,0.544
jesus vallejo,real madrid,La-Liga,2024-2025,0,0,0,8,0.5
federico valverde,real madrid,La-Liga,2024-2025,12,1,26,174,0.643
siebe van der heyden,mallorca,La-Liga,2024-2025,2,0,2,5,0.667
ruben vargas,sevilla,La-Liga,2024-2025,11,3,37,31,0.5379999999999999
jose luis garcia vaya,valencia,La-Liga,2024-2025,26,1,109,99,0.523
jesus vazquez,valencia,La-Liga,2024-2025,17,1,23,42,0.48
lucas vazquez,real madrid,La-Liga,2024-2025,29,3,63,83,0.316
alejo veliz,espanyol,La-Liga,2024-2025,20,5,0,20,0.46799999999999997
mikel vesga,athletic club,La-Liga,2024-2025,14,0,8,66,0.61
carlos vicente,alaves,La-Liga,2024-2025,38,10,269,133,0.36200000000000004
pau victor,barcelona,La-Liga,2024-2025,7,0,3,14,0.75
nacho vidal,osasuna,La-Liga,2024-2025,2,0,2,5,0.75
fran vieites,betis,La-Liga,2024-2025,0,0,0,7,1.0
sergio viera,las palmas,La-Liga,2024-2025,1,0,0,5,0.33299999999999996
asier villalibre,alaves,La-Liga,2024-2025,11,2,2,7,0.647
ivan villar,celta vigo,La-Liga,2024-2025,0,0,0,10,0.5
viti,las palmas,La-Liga,2024-2025,28,0,45,85,0.486
daniel vivian,athletic club,La-Liga,2024-2025,27,1,8,164,0.581
krapyvtsov vladyslav,girona,La-Liga,2024-2025,0,0,0,3,
inaki williams,athletic club,La-Liga,2024-2025,22,17,115,87,0.6
nico williams,athletic club,La-Liga,2024-2025,17,10,107,96,0.39299999999999996
axel witsel,atletico madrid,La-Liga,2024-2025,4,1,0,32,0.59
lamine yamal,barcelona,La-Liga,2024-2025,30,13,108,123,0.25
daniel yanez,real madrid,La-Liga,2024-2025,0,0,0,0,
bertug yldrm,getafe,La-Liga,2024-2025,33,14,7,24,0.537
arsen zakharyan,real sociedad,La-Liga,2024-2025,1,0,1,2,
bryan zaragoza,osasuna,La-Liga,2024-2025,19,9,104,55,0.16699999999999998
igor zubeldia,real sociedad,La-Liga,2024-2025,38,0,1,86,0.44799999999999995
martin zubimendi,real sociedad,La-Liga,2024-2025,44,0,12,140,0.624
max aarons,bournemouth,Premier-League,2024-2025,0,0,2,7,
joshua acheampong,chelsea,Premier-League,2024-2025,0,0,0,7,0.14300000000000002
tyler adams,bournemouth,Premier-League,2024-2025,45,0,3,114,0.633
tosin adarabioyo,chelsea,Premier-League,2024-2025,8,1,0,41,0.6
simon adingra,brighton,Premier-League,2024-2025,13,4,41,47,0.636
emmanuel agbadou,wolves,Premier-League,2024-2025,7,1,2,83,0.565
asher agbinone,crystal palace,Premier-League,2024-2025,0,0,1,0,0.0
ola aina,nottham forest,Premier-League,2024-2025,23,2,59,190,0.406
rayan aitnouri,wolves,Premier-League,2024-2025,30,6,94,145,0.423
kristoffer ajer,brentford,Premier-League,2024-2025,13,2,14,42,0.54
manuel akanji,manchester city,Premier-League,2024-2025,17,0,11,103,0.47600000000000003
nathan ake,manchester city,Premier-League,2024-2025,2,0,1,24,0.565
carlos alcaraz,southampton,Premier-League,2024-2025,1,0,1,2,1.0
carlos alcaraz,everton,Premier-League,2024-2025,13,1,11,37,0.636
trent alexanderarnold,liverpool,Premier-League,2024-2025,11,1,153,132,0.188
alisson,liverpool,Premier-League,2024-2025,0,0,0,47,1.0
miguel almiron,newcastle utd,Premier-League,2024-2025,1,2,0,4,0.0
olabade aluko,leicester city,Premier-League,2024-2025,0,0,0,0,
edson alvarez,west ham,Premier-League,2024-2025,42,4,6,88,0.5660000000000001
will alves,leicester city,Premier-League,2024-2025,0,0,0,0,
harry amass,manchester utd,Premier-League,2024-2025,2,1,9,26,0.5379999999999999
samuel amoameyaw,southampton,Premier-League,2024-2025,1,0,2,1,0.0
mathis amougou,chelsea,Premier-League,2024-2025,0,0,0,2,
joachim andersen,crystal palace,Premier-League,2024-2025,2,0,1,7,1.0
joachim andersen,fulham,Premier-League,2024-2025,18,0,12,122,0.642
elliot anderson,nottham forest,Premier-League,2024-2025,49,4,86,207,0.6509999999999999
andre,wolves,Premier-League,2024-2025,36,0,0,194,0.25
michail antonio,west ham,Premier-League,2024-2025,12,4,25,22,0.436
antony,manchester utd,Premier-League,2024-2025,2,0,5,11,0.0
julian araujo,bournemouth,Premier-League,2024-2025,7,1,9,29,0.25
cameron archer,southampton,Premier-League,2024-2025,16,8,3,35,0.231
alphonse areola,west ham,Premier-League,2024-2025,0,0,0,29,1.0
joe aribo,southampton,Premier-League,2024-2025,20,1,10,112,0.51
adam armstrong,southampton,Premier-League,2024-2025,12,9,14,23,0.35700000000000004
harrison armstrong,everton,Premier-League,2024-2025,2,0,1,2,0.0
kepa arrizabalaga,bournemouth,Premier-League,2024-2025,2,0,0,56,0.875
marco asensio,aston villa,Premier-League,2024-2025,11,2,38,28,0.0
brandon austin,tottenham,Premier-League,2024-2025,0,0,0,1,1.0
taiwo awoniyi,nottham forest,Premier-League,2024-2025,8,1,2,18,0.255
yasin ayari,brighton,Premier-League,2024-2025,37,3,69,118,0.444
jordan ayew,crystal palace,Premier-League,2024-2025,1,0,1,1,0.5
jordan ayew,leicester city,Premier-League,2024-2025,30,7,60,93,0.316
benoit badiashile,chelsea,Premier-League,2024-2025,6,0,0,18,0.8
leon bailey,aston villa,Premier-League,2024-2025,12,3,34,59,0.4
carlos baleba,brighton,Premier-League,2024-2025,40,0,9,197,0.6
ross barkley,aston villa,Premier-League,2024-2025,8,0,1,43,0.6
harvey barnes,newcastle utd,Premier-League,2024-2025,15,5,47,55,0.28600000000000003
calvin bassey,fulham,Premier-League,2024-2025,26,2,8,168,0.5660000000000001
altay bayndr,manchester utd,Premier-League,2024-2025,0,0,0,3,0.5
jan bednarek,southampton,Premier-League,2024-2025,31,0,1,106,0.657
armel bella kotchap,southampton,Premier-League,2024-2025,3,0,0,19,0.545
jeanricner bellegarde,wolves,Premier-League,2024-2025,31,1,44,62,0.345
rodrigo bentancur,tottenham,Premier-League,2024-2025,34,1,4,121,0.545
daniel bentley,wolves,Premier-League,2024-2025,0,0,0,4,1.0
sander berge,fulham,Premier-League,2024-2025,31,0,3,126,0.56
lucas bergvall,tottenham,Premier-League,2024-2025,20,0,21,73,0.529
victor bernth kristiansen,leicester city,Premier-League,2024-2025,19,3,97,99,0.344
beto,everton,Premier-League,2024-2025,33,16,4,40,0.485
philip billing,bournemouth,Premier-League,2024-2025,3,0,10,14,0.6
yves bissouma,tottenham,Premier-League,2024-2025,28,0,2,85,0.5
oscar bobb,manchester city,Premier-League,2024-2025,0,0,0,2,
lamare bogarde,aston villa,Premier-League,2024-2025,8,0,0,13,0.5
willy boly,nottham forest,Premier-League,2024-2025,1,0,0,5,0.75
sven botman,newcastle utd,Premier-League,2024-2025,5,0,0,14,0.654
jarrod bowen,west ham,Premier-League,2024-2025,20,10,106,129,0.2
conor bradley,liverpool,Premier-League,2024-2025,12,1,7,51,0.611
jarrad branthwaite,everton,Premier-League,2024-2025,12,1,5,93,0.5920000000000001
james bree,southampton,Premier-League,2024-2025,4,0,29,65,0.632
ben brereton,southampton,Premier-League,2024-2025,4,1,5,16,0.563
nathan broadhead,ipswich town,Premier-League,2024-2025,4,2,9,32,0.091
armando broja,everton,Premier-League,2024-2025,6,3,1,9,0.462
david brooks,bournemouth,Premier-League,2024-2025,11,0,52,50,0.41200000000000003
emi buendia,aston villa,Premier-League,2024-2025,4,0,0,8,0.0
santiago bueno,wolves,Premier-League,2024-2025,26,0,0,43,0.53
facundo buonanotte,leicester city,Premier-League,2024-2025,37,3,43,79,0.33299999999999996
cameron burgess,ipswich town,Premier-League,2024-2025,6,1,0,44,0.667
dan burn,newcastle utd,Premier-League,2024-2025,34,5,3,103,0.6609999999999999
wes burns,ipswich town,Premier-League,2024-2025,4,0,46,50,0.276
nathan butleroyedeji,arsenal,Premier-League,2024-2025,0,0,0,0,
moises caicedo,chelsea,Premier-League,2024-2025,70,0,10,229,0.6859999999999999
tom cairney,fulham,Premier-League,2024-2025,8,0,20,52,0.35700000000000004
jens cajuste,ipswich town,Premier-League,2024-2025,24,0,10,107,0.371
riccardo calafiori,arsenal,Premier-League,2024-2025,16,3,11,35,0.611
dominic calvertlewin,everton,Premier-League,2024-2025,27,27,6,35,0.512
diego carlos,aston villa,Premier-League,2024-2025,11,1,0,36,0.524
fabio carvalho,brentford,Premier-League,2024-2025,5,1,10,30,0.25
casemiro,manchester utd,Premier-League,2024-2025,20,4,20,103,0.655
kaelan casey,west ham,Premier-League,2024-2025,0,0,0,0,1.0
matty cash,aston villa,Premier-League,2024-2025,27,1,40,81,0.5
eiran cashin,brighton,Premier-League,2024-2025,0,0,1,1,0.667
timothy castagne,fulham,Premier-League,2024-2025,15,1,37,57,0.493
trevoh chalobah,crystal palace,Premier-League,2024-2025,10,1,7,56,0.537
trevoh chalobah,chelsea,Premier-League,2024-2025,9,0,3,29,0.657
conor chaplin,ipswich town,Premier-League,2024-2025,11,0,9,27,0.25
youssef chermiti,everton,Premier-League,2024-2025,1,2,1,0,0.667
federico chiesa,liverpool,Premier-League,2024-2025,3,0,2,6,0.0
ben chilwell,crystal palace,Premier-League,2024-2025,2,2,7,20,0.429
chiquinho,wolves,Premier-League,2024-2025,1,0,1,1,
hamza choudhury,leicester city,Premier-League,2024-2025,1,0,5,2,
ryan christie,bournemouth,Premier-League,2024-2025,43,1,48,182,0.41700000000000004
harry clarke,ipswich town,Premier-League,2024-2025,5,0,5,17,0.7140000000000001
jack clarke,ipswich town,Premier-League,2024-2025,15,3,13,75,0.28
nathaniel clyne,crystal palace,Premier-League,2024-2025,2,0,7,10,0.125
conor coady,leicester city,Premier-League,2024-2025,8,1,0,62,0.371
seamus coleman,everton,Premier-League,2024-2025,0,0,4,7,0.667
nathan collins,brentford,Premier-League,2024-2025,29,6,8,162,0.629
toby collyer,manchester utd,Premier-League,2024-2025,2,0,0,17,0.75
levi colwill,chelsea,Premier-League,2024-2025,45,5,13,121,0.607
lewis cook,bournemouth,Premier-League,2024-2025,49,3,132,187,0.547
maxwel cornet,southampton,Premier-League,2024-2025,0,1,3,2,1.0
vladimir coufal,west ham,Premier-League,2024-2025,22,0,28,39,0.59
woyo coulibaly,leicester city,Premier-League,2024-2025,2,0,0,14,0.0
aaron cresswell,west ham,Premier-League,2024-2025,4,0,36,36,0.5
marc cucurella,chelsea,Premier-League,2024-2025,37,3,31,130,0.36
jorge cuenca,fulham,Premier-League,2024-2025,2,0,1,10,0.667
matheus cunha,wolves,Premier-League,2024-2025,42,8,142,125,0.31
patson daka,leicester city,Premier-League,2024-2025,15,3,3,18,0.263
diogo dalot,manchester utd,Premier-League,2024-2025,40,4,66,167,0.644
mikkel damsgaard,brentford,Premier-League,2024-2025,18,6,144,179,0.308
danilo,nottham forest,Premier-League,2024-2025,2,0,3,19,0.33299999999999996
jayden danns,liverpool,Premier-League,2024-2025,0,0,0,0,
kevin danso,tottenham,Premier-League,2024-2025,9,0,1,27,0.636
ben davies,tottenham,Premier-League,2024-2025,17,0,4,41,0.542
leif davis,ipswich town,Premier-League,2024-2025,27,5,161,113,0.596
craig dawson,wolves,Premier-League,2024-2025,6,2,0,35,0.6559999999999999
kevin de bruyne,manchester city,Premier-League,2024-2025,17,5,145,64,0.23800000000000002
bobby de cordovareid,leicester city,Premier-League,2024-2025,9,4,15,29,0.3
liam delap,ipswich town,Premier-League,2024-2025,72,14,5,68,0.426
sepp van den berg,brentford,Premier-League,2024-2025,23,1,7,97,0.55
justin devenny,crystal palace,Premier-League,2024-2025,8,1,17,27,0.133
kiernan dewsburyhall,chelsea,Premier-League,2024-2025,4,0,2,9,0.0
amad diallo,manchester utd,Premier-League,2024-2025,21,9,42,109,0.4
ruben dias,manchester city,Premier-League,2024-2025,12,0,3,78,0.521
luis diaz,liverpool,Premier-League,2024-2025,48,10,32,105,0.255
tyler dibling,southampton,Premier-League,2024-2025,30,2,28,80,0.28600000000000003
lucas digne,aston villa,Premier-League,2024-2025,21,7,140,104,0.569
issa diop,fulham,Premier-League,2024-2025,10,0,1,45,0.625
axel disasi,aston villa,Premier-League,2024-2025,3,2,1,15,0.5710000000000001
axel disasi,chelsea,Premier-League,2024-2025,2,0,0,15,0.7140000000000001
roman dixon,everton,Premier-League,2024-2025,0,0,0,6,0.0
nasser djiga,wolves,Premier-League,2024-2025,0,0,0,2,0.5
matt doherty,wolves,Premier-League,2024-2025,18,2,22,106,0.727
jeremy doku,manchester city,Premier-League,2024-2025,10,5,59,63,0.0
nicolas dominguez,nottham forest,Premier-League,2024-2025,33,1,7,114,0.54
patrick dorgu,manchester utd,Premier-League,2024-2025,17,3,39,37,0.625
alfie dorrington,tottenham,Premier-League,2024-2025,0,0,0,3,
abdoulaye doucoure,everton,Premier-League,2024-2025,49,10,23,150,0.405
cheick doucoure,crystal palace,Premier-League,2024-2025,7,0,1,31,0.5
flynn downes,southampton,Premier-League,2024-2025,50,0,4,83,0.5
tommy doyle,wolves,Premier-League,2024-2025,5,0,15,43,0.14300000000000002
radu dragusin,tottenham,Premier-League,2024-2025,6,0,1,48,0.6
martin dubravka,newcastle utd,Premier-League,2024-2025,0,0,0,18,1.0
lewis dunk,brighton,Premier-League,2024-2025,7,2,5,104,0.622
jader duran,aston villa,Premier-League,2024-2025,14,5,3,19,0.5
claudio echeverri,manchester city,Premier-League,2024-2025,0,0,0,1,
ederson,manchester city,Premier-League,2024-2025,1,0,0,42,0.8
george edmundson,ipswich town,Premier-League,2024-2025,0,0,0,0,
odsonne edouard,crystal palace,Premier-League,2024-2025,4,2,1,5,0.2
odsonne edouard,leicester city,Premier-League,2024-2025,2,0,0,1,0.5
