Player,Squad,Liga,Season,Born,MP,Starts,Min,Gls,Ast,YellowC,RedC,PrgC,PrgP,PrgR
nasser djiga,wolves,Premier-League,2024-2025,2002,5,1,66,0,0,0,0,0,3,2
matt doherty,wolves,Premier-League,2024-2025,1992,30,25,2109,2,1,6,0,29,79,41
jeremy doku,manchester city,Premier-League,2024-2025,2002,29,16,1516,3,6,1,0,213,69,286
nicolas dominguez,nottham forest,Premier-League,2024-2025,1998,34,23,1963,0,1,9,0,16,83,33
patrick dorgu,manchester utd,Premier-League,2024-2025,2004,12,10,842,0,0,3,1,41,34,83
alfie dorrington,tottenham,Premier-League,2024-2025,2005,1,0,14,0,0,0,0,0,0,0
abdoulaye doucoure,everton,Premier-League,2024-2025,1993,33,31,2564,3,2,5,1,42,82,96
cheick doucoure,crystal palace,Premier-League,2024-2025,2000,13,4,452,0,0,1,0,2,19,7
flynn downes,southampton,Premier-League,2024-2025,1999,27,25,2151,1,0,12,0,29,66,29
tommy doyle,wolves,Premier-League,2024-2025,2001,24,3,488,0,1,1,0,6,40,4
radu dragusin,tottenham,Premier-League,2024-2025,2002,16,14,1252,0,0,1,0,7,37,2
martin dubravka,newcastle utd,Premier-League,2024-2025,1989,10,10,900,0,0,0,0,0,0,0
lewis dunk,brighton,Premier-League,2024-2025,1991,25,23,2083,0,0,5,0,20,142,3
jader duran,aston villa,Premier-League,2024-2025,2003,20,4,638,7,0,3,1,7,13,44
claudio echeverri,manchester city,Premier-League,2024-2025,2006,1,0,6,0,0,0,0,0,1,1
ederson,manchester city,Premier-League,2024-2025,1993,26,26,2320,0,4,4,0,0,2,0
george edmundson,ipswich town,Premier-League,2024-2025,1997,1,0,2,0,0,0,0,0,0,0
odsonne edouard,crystal palace,Premier-League,2024-2025,1998,2,1,115,0,0,0,0,3,4,7
odsonne edouard,leicester city,Premier-League,2024-2025,1998,4,0,29,0,0,0,0,0,1,2
samuel edozie,southampton,Premier-League,2024-2025,2003,2,0,65,0,0,1,0,6,4,23
ronnie edwards,southampton,Premier-League,2024-2025,2003,1,0,12,0,0,0,0,0,0,0
anthony elanga,nottham forest,Premier-League,2024-2025,2002,38,31,2501,6,11,1,0,102,63,229
harvey elliott,liverpool,Premier-League,2024-2025,2003,18,2,371,1,2,1,0,10,44,30
yunus emre konak,brentford,Premier-League,2024-2025,2006,10,0,42,0,0,0,0,1,2,2
julio enciso,ipswich town,Premier-League,2024-2025,2004,13,12,869,2,3,3,0,23,28,44
julio enciso,brighton,Premier-League,2024-2025,2004,12,2,294,0,0,0,0,11,14,17
wataru endo,liverpool,Premier-League,2024-2025,1993,20,1,273,0,0,0,0,1,19,8
christian eriksen,manchester utd,Premier-League,2024-2025,1992,23,11,1061,1,2,4,0,13,55,29
romain esse,crystal palace,Premier-League,2024-2025,2005,7,1,138,1,1,0,0,1,7,14
pervis estupinan,brighton,Premier-League,2024-2025,1998,30,26,2402,1,1,5,0,59,132,112
evanilson,bournemouth,Premier-League,2024-2025,1999,31,28,2319,10,1,1,1,29,28,99
jake evans,leicester city,Premier-League,2024-2025,,4,0,24,0,0,0,0,0,0,1
jonny evans,manchester utd,Premier-League,2024-2025,1988,7,3,315,0,0,1,0,3,10,3
eberechi eze,crystal palace,Premier-League,2024-2025,1998,34,31,2588,8,8,1,0,69,97,153
ukasz fabianski,west ham,Premier-League,2024-2025,1985,14,13,1160,0,0,2,0,0,0,0
wout faes,leicester city,Premier-League,2024-2025,1998,34,30,2815,1,0,4,0,12,86,1
abdul fatawu issahaku,leicester city,Premier-League,2024-2025,2004,11,6,579,0,2,0,0,42,17,60
joao felix,chelsea,Premier-League,2024-2025,1999,12,3,369,1,1,2,0,21,26,30
evan ferguson,west ham,Premier-League,2024-2025,2004,8,1,156,0,0,0,0,1,1,7
evan ferguson,brighton,Premier-League,2024-2025,2004,13,2,246,1,0,0,0,2,1,9
bruno fernandes,manchester utd,Premier-League,2024-2025,1994,36,35,3018,8,10,5,2,77,325,129
mateus fernandes,southampton,Premier-League,2024-2025,2004,36,34,2909,2,4,8,0,76,145,108
enzo fernandez,chelsea,Premier-League,2024-2025,2001,36,32,2947,6,7,8,0,60,212,126
mark flekken,brentford,Premier-League,2024-2025,1993,37,37,3275,0,2,1,0,0,0,0
phil foden,manchester city,Premier-League,2024-2025,2000,28,20,1777,7,2,2,0,50,103,128
wesley fofana,chelsea,Premier-League,2024-2025,2000,14,14,1172,0,0,7,0,19,32,4
carlos forbs,wolves,Premier-League,2024-2025,2004,10,1,239,0,0,2,0,10,8,28
fraser forster,tottenham,Premier-League,2024-2025,1988,7,7,630,0,0,0,0,0,0,0
matheus franca,crystal palace,Premier-League,2024-2025,2004,4,0,55,1,0,0,0,4,3,4
ryan fraser,southampton,Premier-League,2024-2025,1994,8,4,306,0,0,0,1,10,8,18
tyler fredricson,manchester utd,Premier-League,2024-2025,2005,2,2,165,0,0,0,0,2,8,0
niclas fullkrug,west ham,Premier-League,2024-2025,1993,18,6,790,3,2,2,0,7,14,31
cody gakpo,liverpool,Premier-League,2024-2025,1999,35,23,1935,10,4,5,0,59,52,278
idrissa gana gueye,everton,Premier-League,2024-2025,1989,37,35,3063,0,3,9,0,27,145,27
andres garcia,aston villa,Premier-League,2024-2025,2003,7,5,318,0,0,0,0,26,15,28
alejandro garnacho,manchester utd,Premier-League,2024-2025,2004,36,23,2199,6,2,3,0,141,56,290
james garner,everton,Premier-League,2024-2025,2001,21,17,1594,0,1,5,0,15,50,30
tyrique george,chelsea,Premier-League,2024-2025,2006,8,1,183,1,1,1,0,9,3,22
morgan gibbswhite,nottham forest,Premier-League,2024-2025,2000,34,34,2803,7,8,11,1,69,164,136
billy gilmour,brighton,Premier-League,2024-2025,2001,2,1,98,0,0,0,0,2,11,2
ben godfrey,ipswich town,Premier-League,2024-2025,1998,3,2,159,0,0,1,0,2,4,1
martial godo,fulham,Premier-League,2024-2025,2003,2,0,24,0,0,0,0,2,3,6
michael golding,leicester city,Premier-League,2024-2025,2006,1,0,1,0,0,0,0,0,0,0
joao gomes,wolves,Premier-League,2024-2025,2001,36,35,2974,3,1,11,1,59,165,76
rodrigo gomes,wolves,Premier-League,2024-2025,2003,25,7,810,2,0,0,0,23,27,81
toti gomes,wolves,Premier-League,2024-2025,1999,31,30,2614,0,1,7,0,27,86,18
diego gomez,brighton,Premier-League,2024-2025,2003,16,4,516,1,0,0,0,8,27,23
joe gomez,liverpool,Premier-League,2024-2025,1997,9,6,519,0,0,1,0,5,35,2
nicolas gonzalez,manchester city,Premier-League,2024-2025,2002,11,9,760,1,0,3,0,9,50,11
anthony gordon,newcastle utd,Premier-League,2024-2025,2001,34,28,2434,6,5,2,0,121,98,214
ryan gravenberch,liverpool,Premier-League,2024-2025,2002,37,37,3160,0,4,6,1,70,181,55
archie gray,tottenham,Premier-League,2024-2025,2006,28,19,1751,0,0,1,0,7,40,17
jack grealish,manchester city,Premier-League,2024-2025,1995,20,7,721,1,1,3,0,69,52,118
jacob greaves,ipswich town,Premier-League,2024-2025,2000,25,25,2205,1,0,5,0,11,69,11
brajan gruda,brighton,Premier-League,2024-2025,2004,21,8,687,1,4,0,0,22,26,57
albert grnbaek,southampton,Premier-League,2024-2025,2001,4,2,143,0,0,0,0,1,1,3
goncalo guedes,wolves,Premier-League,2024-2025,1996,29,10,995,2,4,1,0,41,40,79
marc guehi,crystal palace,Premier-League,2024-2025,2000,34,34,3059,3,2,9,1,22,134,10
luis guilherme,west ham,Premier-League,2024-2025,2006,12,1,150,0,0,0,0,4,5,16
bruno guimaraes,newcastle utd,Premier-League,2024-2025,1997,38,38,3271,5,6,7,0,64,271,96
marc guiu,chelsea,Premier-League,2024-2025,2006,3,0,73,0,0,0,0,0,0,3
ilkay gundogan,manchester city,Premier-League,2024-2025,1990,33,25,2223,1,6,1,0,64,127,96
malo gusto,chelsea,Premier-League,2024-2025,2003,32,19,1862,0,1,4,0,50,119,85
josko gvardiol,manchester city,Premier-League,2024-2025,2002,37,36,3277,5,0,2,0,91,264,121
erling haaland,manchester city,Premier-League,2024-2025,2000,31,31,2736,22,3,2,0,24,20,124
lewis hall,newcastle utd,Premier-League,2024-2025,2004,27,24,2189,0,4,3,0,41,123,80
ali al hamadi,ipswich town,Premier-League,2024-2025,2002,11,0,134,0,0,3,0,4,3,14
marcus harness,ipswich town,Premier-League,2024-2025,1996,2,0,45,0,0,0,0,0,2,1
jack harrison,everton,Premier-League,2024-2025,1996,34,24,2076,1,0,0,0,73,51,127
taylor harwoodbellis,southampton,Premier-League,2024-2025,2002,34,32,2825,1,0,9,0,29,125,9
kai havertz,arsenal,Premier-League,2024-2025,1999,23,21,1875,9,3,5,0,35,61,113
ayden heaven,manchester utd,Premier-League,2024-2025,2006,4,2,170,0,0,1,0,1,7,1
jan paul van hecke,brighton,Premier-League,2024-2025,2000,34,33,2958,1,1,8,1,55,228,5
hwang heechan,wolves,Premier-League,2024-2025,1996,21,5,661,2,0,0,0,15,12,42
dean henderson,crystal palace,Premier-League,2024-2025,1997,38,38,3420,0,0,3,0,0,0,0
rico henry,brentford,Premier-League,2024-2025,1997,5,0,99,0,0,0,0,0,4,5
mads hermansen,leicester city,Premier-League,2024-2025,2000,27,27,2385,0,0,1,0,0,1,0
son heungmin,tottenham,Premier-League,2024-2025,1992,30,24,2110,7,9,1,0,96,111,265
james hill,bournemouth,Premier-League,2024-2025,2002,10,6,448,0,1,1,0,3,16,8
jack hinshelwood,brighton,Premier-League,2024-2025,2005,26,22,1842,5,2,5,0,19,68,54
george hirst,ipswich town,Premier-League,2024-2025,1999,26,5,661,3,1,3,0,9,13,31
mason holgate,everton,Premier-League,2024-2025,1996,1,0,6,0,0,0,0,0,0,0
harry howell,brighton,Premier-League,2024-2025,2008,1,0,7,0,0,0,0,0,0,3
callum hudsonodoi,nottham forest,Premier-League,2024-2025,2000,31,25,2194,5,2,2,0,130,71,189
will hughes,crystal palace,Premier-League,2024-2025,1995,33,24,2108,0,3,11,0,20,87,27
dean huijsen,bournemouth,Premier-League,2024-2025,2005,32,26,2427,3,2,10,0,41,132,10
omari hutchinson,ipswich town,Premier-League,2024-2025,2003,31,30,2583,3,2,5,0,97,75,159
rasmus hjlund,manchester utd,Premier-League,2024-2025,2003,32,23,2004,4,0,2,0,28,18,101
igor,brighton,Premier-League,2024-2025,1998,13,10,961,0,0,4,0,9,49,1
danny ings,west ham,Premier-League,2024-2025,1992,15,1,284,1,2,0,0,6,5,29
tim iroegbunam,everton,Premier-League,2024-2025,2003,18,5,574,0,1,4,0,8,15,9
andy irving,west ham,Premier-League,2024-2025,2000,10,1,166,0,0,2,0,0,9,4
alexander isak,newcastle utd,Premier-League,2024-2025,1999,34,34,2756,23,6,1,0,83,88,217
alex iwobi,fulham,Premier-League,2024-2025,1996,38,35,2981,9,6,1,0,144,213,246
nicolas jackson,chelsea,Premier-League,2024-2025,2001,30,28,2220,10,5,7,1,47,38,129
reece james,chelsea,Premier-League,2024-2025,1999,19,12,1063,1,1,1,0,7,64,12
vitaly janelt,brentford,Premier-League,2024-2025,1998,32,27,2254,1,3,3,0,17,80,38
vitezslav jaros,liverpool,Premier-League,2024-2025,2001,1,0,12,0,0,0,0,0,0,0
daniel jebbison,bournemouth,Premier-League,2024-2025,2003,16,0,119,1,0,1,0,4,3,16
mathias jensen,brentford,Premier-League,2024-2025,1996,24,8,862,0,2,2,0,6,61,27
gabriel jesus,arsenal,Premier-League,2024-2025,1997,17,6,608,3,0,4,0,15,19,57
raul jimenez,fulham,Premier-League,2024-2025,1991,38,30,2494,12,3,4,0,35,62,125
kim jisoo,brentford,Premier-League,2024-2025,2004,3,0,30,0,0,0,0,0,2,0
joao pedro,brighton,Premier-League,2024-2025,2001,27,23,1948,10,6,4,1,66,78,128
joelinton,newcastle utd,Premier-League,2024-2025,1996,29,29,2393,4,3,10,0,40,116,110
ben johnson,ipswich town,Premier-League,2024-2025,2000,23,14,1354,1,2,5,1,16,27,33
brennan johnson,tottenham,Premier-League,2024-2025,2001,33,24,2177,11,3,5,0,60,71,197
sam johnstone,wolves,Premier-League,2024-2025,1993,7,7,630,0,0,0,0,0,0,0
curtis jones,liverpool,Premier-League,2024-2025,2001,33,19,1712,3,3,3,1,30,117,79
jorginho,arsenal,Premier-League,2024-2025,1991,15,9,704,0,0,5,0,12,48,6
diogo jota,liverpool,Premier-League,2024-2025,1996,26,14,1196,6,3,2,0,37,34,88
james justin,leicester city,Premier-League,2024-2025,1998,36,34,2912,2,2,6,0,39,91,96
filip jrgensen,chelsea,Premier-League,2024-2025,2002,6,6,540,0,0,0,0,0,0,0
ferdi kadioglu,brighton,Premier-League,2024-2025,1999,6,5,385,1,0,1,0,1,15,27
daichi kamada,crystal palace,Premier-League,2024-2025,1996,34,15,1564,0,0,4,1,25,89,56
boubacar kamara,aston villa,Premier-League,2024-2025,1999,26,20,1726,1,0,2,0,19,85,7
joachim kayi sanda,southampton,Premier-League,2024-2025,2006,2,0,14,0,0,0,0,0,1,0
michael kayode,brentford,Premier-League,2024-2025,2004,12,6,528,0,1,2,0,12,12,24
michael keane,everton,Premier-League,2024-2025,1993,14,11,1049,3,0,5,0,1,14,3
caoimhin kelleher,liverpool,Premier-League,2024-2025,1998,10,10,900,0,0,0,0,0,0,0
lloyd kelly,newcastle utd,Premier-League,2024-2025,1998,10,4,303,0,1,2,0,0,9,5
milos kerkez,bournemouth,Premier-League,2024-2025,2003,38,38,3336,2,5,4,0,106,159,197
bilal el khannouss,leicester city,Premier-League,2024-2025,2004,32,27,2182,2,3,4,0,73,128,89
abdukodir khusanov,manchester city,Premier-League,2024-2025,2004,6,6,503,0,0,1,0,1,25,2
max kilman,west ham,Premier-League,2024-2025,1997,38,38,3348,0,1,5,0,31,113,6
joshua king,fulham,Premier-League,2024-2025,2007,8,1,130,0,0,0,0,3,9,16
tom king,wolves,Premier-League,2024-2025,1995,1,0,1,0,0,0,0,0,0,0
antonin kinsky,tottenham,Premier-League,2024-2025,2003,6,6,540,0,0,0,0,1,1,0
jakub kiwior,arsenal,Premier-League,2024-2025,2000,17,10,1122,1,0,1,0,5,48,1
justin kluivert,bournemouth,Premier-League,2024-2025,1999,34,29,2340,12,6,8,0,81,105,173
ibrahima konate,liverpool,Premier-League,2024-2025,1999,31,30,2560,1,2,5,0,25,115,3
ezri konsa,aston villa,Premier-League,2024-2025,1997,34,33,2936,2,0,1,0,24,90,11
mateo kovacic,manchester city,Premier-League,2024-2025,1994,31,25,2198,6,2,5,1,56,164,16
caleb kporha,crystal palace,Premier-League,2024-2025,2006,2,0,13,0,0,0,0,1,0,0
emil krafth,newcastle utd,Premier-League,2024-2025,1994,12,2,342,0,0,2,0,5,8,3
mohammed kudus,west ham,Premier-League,2024-2025,2000,32,31,2590,5,3,2,1,98,79,216
dejan kulusevski,tottenham,Premier-League,2024-2025,2000,32,27,2389,7,4,3,0,120,124,210
maxence lacroix,crystal palace,Premier-League,2024-2025,2000,35,35,3116,1,1,5,0,8,65,7
adam lallana,southampton,Premier-League,2024-2025,1988,14,5,361,0,2,4,0,6,24,10
tariq lamptey,brighton,Premier-League,2024-2025,2000,15,10,860,2,2,0,0,32,14,45
will lankshear,tottenham,Premier-League,2024-2025,2005,3,0,11,0,0,0,0,0,0,1
romeo lavia,chelsea,Premier-League,2024-2025,2004,16,11,797,0,1,4,0,3,31,7
mario lemina,wolves,Premier-League,2024-2025,1993,17,15,1364,1,3,4,0,8,48,21
bernd leno,fulham,Premier-League,2024-2025,1992,38,38,3420,0,1,5,0,0,0,0
jefferson lerma,crystal palace,Premier-League,2024-2025,1994,33,26,2274,0,1,9,0,13,97,26
rico lewis,manchester city,Premier-League,2024-2025,2004,28,21,1893,1,2,5,1,39,107,78
keane lewispotter,brentford,Premier-League,2024-2025,2001,38,36,3093,1,3,7,0,98,98,156
myles lewisskelly,arsenal,Premier-League,2024-2025,2006,23,15,1369,1,0,3,2,37,71,37
matthijs de ligt,manchester utd,Premier-League,2024-2025,1999,29,25,2123,2,0,3,0,7,55,6
pedro lima,wolves,Premier-League,2024-2025,2006,3,1,70,0,0,0,0,4,4,11
victor lindelof,manchester utd,Premier-League,2024-2025,1994,16,6,704,0,0,1,0,5,26,4
jesper lindstrm,everton,Premier-League,2024-2025,2000,25,15,1239,0,1,2,0,30,25,81
valentino livramento,newcastle utd,Premier-League,2024-2025,2002,37,32,2840,0,1,1,0,83,158,119
sean longstaff,newcastle utd,Premier-League,2024-2025,1997,25,8,798,0,0,2,0,4,40,22
sasa lukic,fulham,Premier-League,2024-2025,1996,30,28,2344,0,2,12,0,39,98,33
joe lumley,southampton,Premier-League,2024-2025,1995,3,3,270,0,0,0,0,0,0,0
massimo luongo,ipswich town,Premier-League,2024-2025,1992,11,2,201,0,0,0,0,0,6,1
ian maatsen,aston villa,Premier-League,2024-2025,2002,29,10,1139,1,2,2,0,31,50,104
alexis mac allister,liverpool,Premier-League,2024-2025,1998,35,30,2599,5,5,6,0,36,177,80
james maddison,tottenham,Premier-League,2024-2025,1996,31,21,1809,9,7,6,0,45,164,95
noni madueke,chelsea,Premier-League,2024-2025,2002,32,27,2033,7,3,3,0,154,69,226
gabriel magalhaes,arsenal,Premier-League,2024-2025,1997,28,28,2363,3,1,4,0,10,126,11
edmondparis maghoma,brentford,Premier-League,2024-2025,2001,8,0,119,0,0,0,0,4,13,4
harry maguire,manchester utd,Premier-League,2024-2025,1993,27,19,1758,1,0,7,0,7,51,7
kobbie mainoo,manchester utd,Premier-League,2024-2025,2005,25,19,1651,0,0,5,0,22,65,47
tyrell malacia,manchester utd,Premier-League,2024-2025,1999,3,2,100,0,0,1,0,3,3,6
donyell malen,aston villa,Premier-League,2024-2025,1999,14,2,305,3,0,0,0,12,6,30
mateus mane,wolves,Premier-League,2024-2025,,1,0,2,0,0,0,0,0,0,0
orel mangala,everton,Premier-League,2024-2025,1998,19,14,1261,1,0,2,0,6,34,19
ryan manning,southampton,Premier-League,2024-2025,1996,24,18,1462,0,1,2,0,14,35,74
solly march,brighton,Premier-League,2024-2025,1994,8,1,168,0,0,2,0,5,2,20
omar marmoush,manchester city,Premier-League,2024-2025,1999,16,14,1175,7,0,0,0,29,37,78
gabriel martinelli,arsenal,Premier-League,2024-2025,2001,33,25,2290,8,4,1,0,124,52,289
emiliano martinez,aston villa,Premier-League,2024-2025,1992,37,37,3194,0,0,5,1,0,4,0
lisandro martinez,manchester utd,Premier-League,2024-2025,1998,20,20,1751,2,1,7,0,23,117,7
pape matar sarr,tottenham,Premier-League,2024-2025,2002,36,22,1913,3,2,6,0,33,88,53
jeanphilippe mateta,crystal palace,Premier-League,2024-2025,1997,37,33,2648,14,2,2,0,45,52,122
stephy mavididi,leicester city,Premier-League,2024-2025,1998,30,16,1615,4,1,2,0,91,57,138
konstantinos mavropanos,west ham,Premier-League,2024-2025,1997,33,21,2045,0,0,6,1,17,61,2
noussair mazraoui,manchester utd,Premier-League,2024-2025,1997,37,34,2838,0,1,3,0,42,115,58
bryan mbeumo,brentford,Premier-League,2024-2025,1999,38,38,3414,20,7,3,0,130,141,351
james mcatee,manchester city,Premier-League,2024-2025,2002,15,3,349,3,0,1,0,7,7,32
kasey mcateer,leicester city,Premier-League,2024-2025,2001,18,9,852,1,1,3,0,19,14,71
alex mccarthy,southampton,Premier-League,2024-2025,1989,5,5,450,0,0,0,0,0,0,0
john mcginn,aston villa,Premier-League,2024-2025,1994,34,27,2223,1,4,7,0,32,103,87
dwight mcneil,everton,Premier-League,2024-2025,1999,21,15,1371,4,6,1,0,38,69,80
scott mctominay,manchester utd,Premier-League,2024-2025,1996,2,0,19,0,0,0,0,0,1,2
ben mee,brentford,Premier-League,2024-2025,1989,7,2,183,0,0,2,0,3,11,2
jayden meghoma,brentford,Premier-League,2024-2025,2006,1,0,5,0,0,0,0,0,0,0
mikel merino,arsenal,Premier-League,2024-2025,1996,28,17,1586,7,2,4,1,11,69,94
shumaira mheuka,chelsea,Premier-League,2024-2025,2007,1,0,1,0,0,0,0,0,0,0
nikola milenkovic,nottham forest,Premier-League,2024-2025,1997,37,37,3330,5,2,4,0,3,51,6
lewis miley,newcastle utd,Premier-League,2024-2025,2006,14,1,313,1,0,0,0,2,17,8
james milner,brighton,Premier-League,2024-2025,1986,4,3,170,0,0,1,0,1,10,10
tyrone mings,aston villa,Premier-League,2024-2025,1993,14,12,1120,0,0,1,0,7,40,1
yankuba minteh,brighton,Premier-League,2024-2025,2004,32,20,1838,6,4,6,0,90,48,201
tyrick mitchell,crystal palace,Premier-League,2024-2025,1999,37,37,3092,0,5,2,0,63,70,171
kaoru mitoma,brighton,Premier-League,2024-2025,1997,36,28,2603,10,4,1,0,146,89,291
jakub moder,brighton,Premier-League,2024-2025,1999,4,0,11,0,0,0,0,2,4,0
jeremy monga,leicester city,Premier-League,2024-2025,,7,0,112,0,0,0,0,6,3,10
mikey moore,tottenham,Premier-League,2024-2025,2007,10,3,366,0,1,0,0,12,9,40
morato,nottham forest,Premier-League,2024-2025,2001,26,6,907,0,0,5,0,1,19,1
alex moreno,nottham forest,Premier-League,2024-2025,1993,15,11,955,0,1,2,0,26,34,34
sam morsy,ipswich town,Premier-League,2024-2025,1991,33,31,2751,1,1,10,0,22,120,13
yerson mosquera,wolves,Premier-League,2024-2025,2001,5,5,441,0,0,2,0,0,7,0
mason mount,manchester utd,Premier-League,2024-2025,1999,17,8,622,1,0,3,0,15,33,41
divin mubama,manchester city,Premier-League,2024-2025,2004,1,0,28,0,0,0,0,0,1,0
mykhailo mudryk,chelsea,Premier-League,2024-2025,2001,7,1,151,0,0,0,0,7,5,12
marshall munetsi,wolves,Premier-League,2024-2025,1996,14,12,1078,2,1,0,0,9,10,35
rodrigo muniz,fulham,Premier-League,2024-2025,2001,31,8,964,8,1,1,0,6,27,31
daniel munoz,crystal palace,Premier-League,2024-2025,1996,37,37,3228,4,5,10,0,62,97,206
arijanet muric,ipswich town,Premier-League,2024-2025,1998,18,18,1620,0,0,1,0,0,1,0
murillo,nottham forest,Premier-League,2024-2025,2002,36,36,3188,2,0,6,0,22,115,5
jacob murphy,newcastle utd,Premier-League,2024-2025,1995,35,31,2360,8,12,4,0,79,83,231
vitaliy mykolenko,everton,Premier-League,2024-2025,1999,35,35,3082,1,2,4,0,33,110,99
iliman ndiaye,everton,Premier-League,2024-2025,2000,33,29,2430,9,0,3,0,86,59,122
wilfred ndidi,leicester city,Premier-League,2024-2025,1996,28,28,2324,0,5,8,0,18,70,75
kosta nedeljkovic,aston villa,Premier-League,2024-2025,2005,5,0,126,0,0,0,0,1,6,0
reiss nelson,arsenal,Premier-League,2024-2025,1999,1,0,3,0,0,0,0,0,0,0
reiss nelson,fulham,Premier-League,2024-2025,1999,11,5,487,1,1,1,0,45,35,63
neto,bournemouth,Premier-League,2024-2025,1989,2,2,180,0,0,0,0,0,0,0
pedro neto,chelsea,Premier-League,2024-2025,2000,35,24,2269,4,6,8,0,126,60,253
eddie nketiah,crystal palace,Premier-League,2024-2025,1999,29,9,1034,3,1,6,1,41,19,79
christopher nkunku,chelsea,Premier-League,2024-2025,1997,27,9,921,3,2,2,0,17,25,68
gustavo nunes,brentford,Premier-League,2024-2025,2005,3,0,12,0,0,0,0,1,0,0
matheus nunes,manchester city,Premier-League,2024-2025,1998,26,19,1674,1,6,4,0,63,79,175
darwin nunez,liverpool,Premier-League,2024-2025,1999,30,8,1133,5,2,8,0,23,27,78
ethan nwaneri,arsenal,Premier-League,2024-2025,2007,26,11,895,4,2,1,0,46,33,113
christian nrgaard,brentford,Premier-League,2024-2025,1994,34,34,2819,5,4,8,1,14,154,42
jake obrien,everton,Premier-League,2024-2025,2001,20,17,1571,2,0,5,0,7,50,25
matt oriley,brighton,Premier-League,2024-2025,2000,21,11,938,2,2,1,0,22,38,52
dara oshea,ipswich town,Premier-League,2024-2025,1999,35,35,3122,0,2,6,0,3,80,8
chidozie obimartin,manchester utd,Premier-League,2024-2025,2007,7,1,165,0,0,1,0,2,1,12
wilson odobert,tottenham,Premier-League,2024-2025,2004,16,9,850,1,0,0,0,45,27,66
chiedozie ogbene,ipswich town,Premier-League,2024-2025,1997,5,3,238,0,0,0,0,7,0,15
caleb okoli,leicester city,Premier-League,2024-2025,2001,19,12,1125,1,0,4,0,3,32,2
robin olsen,aston villa,Premier-League,2024-2025,1990,4,1,226,0,0,0,0,0,0,0
amadou onana,aston villa,Premier-League,2024-2025,2001,26,20,1617,3,0,4,0,29,75,16
andre onana,manchester utd,Premier-League,2024-2025,1996,34,34,3060,0,0,0,0,0,1,0
paul onuachu,southampton,Premier-League,2024-2025,1994,25,11,1050,4,1,4,0,7,13,40
frank onyeka,brentford,Premier-League,2024-2025,1998,2,0,25,0,0,0,0,0,1,0
lewis orford,west ham,Premier-League,2024-2025,2006,2,0,49,0,0,0,0,0,0,1
stefan ortega,manchester city,Premier-League,2024-2025,1992,13,12,1100,0,0,1,0,0,0,0
william osula,newcastle utd,Premier-League,2024-2025,2003,14,0,134,1,0,0,0,5,4,17
dango ouattara,bournemouth,Premier-League,2024-2025,2002,32,21,2005,7,4,3,0,79,43,191
nico oreilly,manchester city,Premier-League,2024-2025,2005,9,6,528,2,0,0,0,16,17,26
alex palmer,ipswich town,Premier-League,2024-2025,1996,13,13,1170,0,0,2,0,0,1,0
cole palmer,chelsea,Premier-League,2024-2025,2002,37,36,3191,15,8,7,0,120,214,187
emerson palmieri,west ham,Premier-League,2024-2025,1994,31,26,2113,2,1,5,0,47,66,83
lucas paqueta,west ham,Premier-League,2024-2025,1997,33,27,2380,4,0,10,0,26,155,85
thomas partey,arsenal,Premier-League,2024-2025,1993,35,31,2797,4,2,4,0,36,185,48
nathan patterson,everton,Premier-League,2024-2025,2001,10,3,347,0,1,1,0,6,13,18
andreas pereira,fulham,Premier-League,2024-2025,1996,33,25,2013,2,4,7,0,29,104,81
ricardo pereira,leicester city,Premier-League,2024-2025,1993,10,4,388,0,0,1,0,3,18,5
kalvin phillips,ipswich town,Premier-League,2024-2025,1995,19,14,1237,0,0,6,1,4,51,4
jaden philogene bidace,aston villa,Premier-League,2024-2025,2002,11,2,332,0,0,4,1,7,4,17
jaden philogene bidace,ipswich town,Premier-League,2024-2025,2002,10,5,474,2,0,1,0,13,10,36
jordan pickford,everton,Premier-League,2024-2025,1994,38,38,3420,0,1,7,0,0,0,0
ethan pinnock,brentford,Premier-League,2024-2025,1993,22,21,1913,2,0,2,0,3,41,9
daniel podence,wolves,Premier-League,2024-2025,1995,2,0,48,0,0,0,0,1,2,3
alfie pond,wolves,Premier-League,2024-2025,2004,1,0,1,0,0,0,0,0,0,0
nick pope,newcastle utd,Premier-League,2024-2025,1992,28,28,2520,0,0,2,0,0,1,0
pedro porro,tottenham,Premier-League,2024-2025,1999,33,28,2610,2,6,5,0,65,154,109
jarell quansah,liverpool,Premier-League,2024-2025,2003,13,4,495,0,0,2,0,3,19,4
aaron ramsdale,southampton,Premier-League,2024-2025,1998,30,30,2700,0,0,2,0,0,0,0
jacob ramsey,aston villa,Premier-League,2024-2025,2001,29,19,1623,1,3,4,1,61,68,114
marcus rashford,manchester utd,Premier-League,2024-2025,1997,15,12,978,4,1,2,0,20,21,79
marcus rashford,aston villa,Premier-League,2024-2025,1997,10,4,444,2,2,0,0,22,13,42
david raya,arsenal,Premier-League,2024-2025,1995,38,38,3420,0,0,3,0,0,14,0
harrison reed,fulham,Premier-League,2024-2025,1995,12,0,108,0,0,2,0,1,4,7
remy reesdottin,bournemouth,Premier-League,2024-2025,2006,1,0,1,0,0,0,0,0,0,0
sergio reguilon,tottenham,Premier-League,2024-2025,1996,4,1,196,0,0,2,0,5,13,12
vitor reis,manchester city,Premier-League,2024-2025,2006,1,0,1,0,0,0,0,0,0,0
